timestep_4,region_4,technology_3,parameter,value
hh0011,01ES,heatpumpAirSpace,effConv,4.06
hh0012,01ES,heatpumpAirSpace,effConv,4.06
hh0013,01ES,heatpumpAirSpace,effConv,4.056983297
hh0014,01ES,heatpumpAirSpace,effConv,4.053966593
hh0015,01ES,heatpumpAirSpace,effConv,4.06
hh0016,01ES,heatpumpAirSpace,effConv,4.06
hh0017,01ES,heatpumpAirSpace,effConv,4.04281383
hh0018,01ES,heatpumpAirSpace,effConv,3.978053535
hh0019,01ES,heatpumpAirSpace,effConv,3.934729879
hh0020,01ES,heatpumpAirSpace,effConv,3.922713705
hh0021,01ES,heatpumpAirSpace,effConv,3.440372147
hh0022,01ES,heatpumpAirSpace,effConv,3.870716214
hh0023,01ES,heatpumpAirSpace,effConv,2.18
hh0024,01ES,heatpumpAirSpace,effConv,3.055376148
hh0001,02ES,heatpumpAirSpace,effConv,2.546225522
hh0002,02ES,heatpumpAirSpace,effConv,3.142346328
hh0003,02ES,heatpumpAirSpace,effConv,3.244517336
hh0004,02ES,heatpumpAirSpace,effConv,3.766881076
hh0005,02ES,heatpumpAirSpace,effConv,3.983948739
hh0006,02ES,heatpumpAirSpace,effConv,3.806834761
hh0007,02ES,heatpumpAirSpace,effConv,3.901075633
hh0008,02ES,heatpumpAirSpace,effConv,3.995081528
hh0009,02ES,heatpumpAirSpace,effConv,4.045378814
hh0010,02ES,heatpumpAirSpace,effConv,4.06
hh0011,02ES,heatpumpAirSpace,effConv,4.06
hh0012,02ES,heatpumpAirSpace,effConv,4.06
hh0013,02ES,heatpumpAirSpace,effConv,4.056983297
hh0014,02ES,heatpumpAirSpace,effConv,4.053966593
hh0015,02ES,heatpumpAirSpace,effConv,4.06
hh0016,02ES,heatpumpAirSpace,effConv,4.06
hh0017,02ES,heatpumpAirSpace,effConv,4.04281383
hh0018,02ES,heatpumpAirSpace,effConv,3.978053535
hh0019,02ES,heatpumpAirSpace,effConv,3.934729879
hh0020,02ES,heatpumpAirSpace,effConv,3.922713705
hh0021,02ES,heatpumpAirSpace,effConv,3.440372147
hh0022,02ES,heatpumpAirSpace,effConv,3.870716214
hh0023,02ES,heatpumpAirSpace,effConv,2.18
hh0024,02ES,heatpumpAirSpace,effConv,3.055376148
hh0001,03ES,heatpumpAirSpace,effConv,2.546225522
hh0002,03ES,heatpumpAirSpace,effConv,3.142346328
hh0003,03ES,heatpumpAirSpace,effConv,3.244517336
hh0004,03ES,heatpumpAirSpace,effConv,3.766881076
hh0005,03ES,heatpumpAirSpace,effConv,3.983948739
hh0006,03ES,heatpumpAirSpace,effConv,3.806834761
hh0007,03ES,heatpumpAirSpace,effConv,3.901075633
hh0008,03ES,heatpumpAirSpace,effConv,3.995081528
hh0009,03ES,heatpumpAirSpace,effConv,4.045378814
hh0010,03ES,heatpumpAirSpace,effConv,4.06
hh0011,03ES,heatpumpAirSpace,effConv,4.06
hh0012,03ES,heatpumpAirSpace,effConv,4.06
hh0013,03ES,heatpumpAirSpace,effConv,4.056983297
hh0014,03ES,heatpumpAirSpace,effConv,4.053966593
hh0015,03ES,heatpumpAirSpace,effConv,4.06
hh0016,03ES,heatpumpAirSpace,effConv,4.06
hh0017,03ES,heatpumpAirSpace,effConv,4.04281383
hh0018,03ES,heatpumpAirSpace,effConv,3.978053535
hh0019,03ES,heatpumpAirSpace,effConv,3.934729879
hh0020,03ES,heatpumpAirSpace,effConv,3.922713705
hh0021,03ES,heatpumpAirSpace,effConv,3.440372147
hh0022,03ES,heatpumpAirSpace,effConv,3.870716214
hh0023,03ES,heatpumpAirSpace,effConv,2.18
hh0024,03ES,heatpumpAirSpace,effConv,3.055376148
hh0001,04ES,heatpumpAirSpace,effConv,2.546225522
hh0002,04ES,heatpumpAirSpace,effConv,2.18
hh0003,04ES,heatpumpAirSpace,effConv,3.244517336
hh0004,04ES,heatpumpAirSpace,effConv,3.766881076
hh0005,04ES,heatpumpAirSpace,effConv,3.983948739
hh0006,04ES,heatpumpAirSpace,effConv,3.806834761
hh0007,04ES,heatpumpAirSpace,effConv,3.901075633
hh0008,04ES,heatpumpAirSpace,effConv,3.995081528
hh0009,04ES,heatpumpAirSpace,effConv,4.045378814
hh0010,04ES,heatpumpAirSpace,effConv,4.06
hh0011,04ES,heatpumpAirSpace,effConv,4.06
hh0012,04ES,heatpumpAirSpace,effConv,4.06
hh0013,04ES,heatpumpAirSpace,effConv,4.056983297
hh0014,04ES,heatpumpAirSpace,effConv,4.053966593
hh0015,04ES,heatpumpAirSpace,effConv,4.06
hh0016,04ES,heatpumpAirSpace,effConv,4.06
hh0017,04ES,heatpumpAirSpace,effConv,4.04281383
hh0018,04ES,heatpumpAirSpace,effConv,3.978053535
hh0019,04ES,heatpumpAirSpace,effConv,3.934729879
hh0020,04ES,heatpumpAirSpace,effConv,3.922713705
hh0021,04ES,heatpumpAirSpace,effConv,3.440372147
hh0022,04ES,heatpumpAirSpace,effConv,3.870716214
hh0023,04ES,heatpumpAirSpace,effConv,3.363573955
hh0024,04ES,heatpumpAirSpace,effConv,3.055376148
hh0001,05ES,heatpumpAirSpace,effConv,2.546225522
hh0002,05ES,heatpumpAirSpace,effConv,3.142346328
hh0003,05ES,heatpumpAirSpace,effConv,3.244517336
hh0004,05ES,heatpumpAirSpace,effConv,3.766881076
hh0005,05ES,heatpumpAirSpace,effConv,3.983948739
hh0006,05ES,heatpumpAirSpace,effConv,3.806834761
hh0007,05ES,heatpumpAirSpace,effConv,3.901075633
hh0008,05ES,heatpumpAirSpace,effConv,3.995081528
hh0009,05ES,heatpumpAirSpace,effConv,4.045378814
hh0010,05ES,heatpumpAirSpace,effConv,4.06
hh0011,05ES,heatpumpAirSpace,effConv,4.06
hh0012,05ES,heatpumpAirSpace,effConv,4.06
hh0013,05ES,heatpumpAirSpace,effConv,4.056983297
hh0014,05ES,heatpumpAirSpace,effConv,4.053966593
hh0015,05ES,heatpumpAirSpace,effConv,4.06
hh0016,05ES,heatpumpAirSpace,effConv,4.06
hh0017,05ES,heatpumpAirSpace,effConv,4.04281383
hh0018,05ES,heatpumpAirSpace,effConv,3.978053535
hh0019,05ES,heatpumpAirSpace,effConv,3.934729879
hh0020,05ES,heatpumpAirSpace,effConv,3.922713705
hh0021,05ES,heatpumpAirSpace,effConv,3.440372147
hh0022,05ES,heatpumpAirSpace,effConv,3.870716214
hh0023,05ES,heatpumpAirSpace,effConv,2.18
hh0024,05ES,heatpumpAirSpace,effConv,3.055376148
hh0001,06ES,heatpumpAirSpace,effConv,2.546225522
hh0002,06ES,heatpumpAirSpace,effConv,3.142346328
hh0003,06ES,heatpumpAirSpace,effConv,3.244517336
hh0004,06ES,heatpumpAirSpace,effConv,3.766881076
hh0005,06ES,heatpumpAirSpace,effConv,3.983948739
hh0006,06ES,heatpumpAirSpace,effConv,3.806834761
hh0007,06ES,heatpumpAirSpace,effConv,3.901075633
hh0008,06ES,heatpumpAirSpace,effConv,3.995081528
hh0009,06ES,heatpumpAirSpace,effConv,4.045378814
hh0010,06ES,heatpumpAirSpace,effConv,4.06
hh0011,06ES,heatpumpAirSpace,effConv,4.06
hh0012,06ES,heatpumpAirSpace,effConv,4.06
hh0013,06ES,heatpumpAirSpace,effConv,4.056983297
hh0014,06ES,heatpumpAirSpace,effConv,4.053966593
hh0015,06ES,heatpumpAirSpace,effConv,4.06
hh0016,06ES,heatpumpAirSpace,effConv,4.06
hh0017,06ES,heatpumpAirSpace,effConv,4.04281383
hh0018,06ES,heatpumpAirSpace,effConv,3.978053535
hh0019,06ES,heatpumpAirSpace,effConv,3.934729879
hh0020,06ES,heatpumpAirSpace,effConv,3.922713705
hh0021,06ES,heatpumpAirSpace,effConv,3.440372147
hh0022,06ES,heatpumpAirSpace,effConv,3.870716214
hh0023,06ES,heatpumpAirSpace,effConv,2.18
hh0024,06ES,heatpumpAirSpace,effConv,3.055376148
hh0001,07ES,heatpumpAirSpace,effConv,2.546225522
hh0002,07ES,heatpumpAirSpace,effConv,3.142346328
hh0003,07ES,heatpumpAirSpace,effConv,3.244517336
hh0004,07ES,heatpumpAirSpace,effConv,3.766881076
hh0005,07ES,heatpumpAirSpace,effConv,3.983948739
hh0006,07ES,heatpumpAirSpace,effConv,3.806834761
hh0007,07ES,heatpumpAirSpace,effConv,3.901075633
hh0008,07ES,heatpumpAirSpace,effConv,3.995081528
hh0009,07ES,heatpumpAirSpace,effConv,4.045378814
hh0010,07ES,heatpumpAirSpace,effConv,4.06
hh0011,07ES,heatpumpAirSpace,effConv,4.06
hh0012,07ES,heatpumpAirSpace,effConv,4.06
hh0013,07ES,heatpumpAirSpace,effConv,4.056983297
hh0014,07ES,heatpumpAirSpace,effConv,4.053966593
hh0015,07ES,heatpumpAirSpace,effConv,4.06
hh0016,07ES,heatpumpAirSpace,effConv,4.06
hh0017,07ES,heatpumpAirSpace,effConv,4.04281383
hh0018,07ES,heatpumpAirSpace,effConv,3.978053535
hh0019,07ES,heatpumpAirSpace,effConv,3.934729879
hh0020,07ES,heatpumpAirSpace,effConv,3.922713705
hh0021,07ES,heatpumpAirSpace,effConv,3.440372147
hh0022,07ES,heatpumpAirSpace,effConv,3.870716214
hh0023,07ES,heatpumpAirSpace,effConv,2.18
hh0024,07ES,heatpumpAirSpace,effConv,3.055376148
hh0001,08ES,heatpumpAirSpace,effConv,2.546225522
hh0002,08ES,heatpumpAirSpace,effConv,3.142346328
hh0003,08ES,heatpumpAirSpace,effConv,3.244517336
hh0004,08ES,heatpumpAirSpace,effConv,3.766881076
hh0005,08ES,heatpumpAirSpace,effConv,3.983948739
hh0006,08ES,heatpumpAirSpace,effConv,3.806834761
hh0007,08ES,heatpumpAirSpace,effConv,3.901075633
hh0008,08ES,heatpumpAirSpace,effConv,3.995081528
hh0009,08ES,heatpumpAirSpace,effConv,4.045378814
hh0010,08ES,heatpumpAirSpace,effConv,4.06
hh0011,08ES,heatpumpAirSpace,effConv,4.06
hh0012,08ES,heatpumpAirSpace,effConv,4.06
hh0013,08ES,heatpumpAirSpace,effConv,4.056983297
hh0014,08ES,heatpumpAirSpace,effConv,4.053966593
hh0015,08ES,heatpumpAirSpace,effConv,4.06
hh0016,08ES,heatpumpAirSpace,effConv,4.06
hh0017,08ES,heatpumpAirSpace,effConv,4.04281383
hh0018,08ES,heatpumpAirSpace,effConv,3.978053535
hh0019,08ES,heatpumpAirSpace,effConv,3.934729879
hh0020,08ES,heatpumpAirSpace,effConv,3.922713705
hh0021,08ES,heatpumpAirSpace,effConv,3.440372147
hh0022,08ES,heatpumpAirSpace,effConv,3.870716214
hh0023,08ES,heatpumpAirSpace,effConv,2.18
hh0024,08ES,heatpumpAirSpace,effConv,3.055376148
hh0001,09ES,heatpumpAirSpace,effConv,2.546225522
hh0002,09ES,heatpumpAirSpace,effConv,3.142346328
hh0003,09ES,heatpumpAirSpace,effConv,3.244517336
hh0004,09ES,heatpumpAirSpace,effConv,3.766881076
hh0005,09ES,heatpumpAirSpace,effConv,3.983948739
hh0006,09ES,heatpumpAirSpace,effConv,3.806834761
hh0007,09ES,heatpumpAirSpace,effConv,3.901075633
hh0008,09ES,heatpumpAirSpace,effConv,3.995081528
hh0009,09ES,heatpumpAirSpace,effConv,4.045378814
hh0010,09ES,heatpumpAirSpace,effConv,4.06
hh0011,09ES,heatpumpAirSpace,effConv,4.06
hh0012,09ES,heatpumpAirSpace,effConv,4.06
hh0013,09ES,heatpumpAirSpace,effConv,4.056983297
hh0014,09ES,heatpumpAirSpace,effConv,4.053966593
hh0015,09ES,heatpumpAirSpace,effConv,4.06
hh0016,09ES,heatpumpAirSpace,effConv,4.06
hh0017,09ES,heatpumpAirSpace,effConv,4.04281383
hh0018,09ES,heatpumpAirSpace,effConv,3.978053535
hh0019,09ES,heatpumpAirSpace,effConv,3.934729879
hh0020,09ES,heatpumpAirSpace,effConv,3.922713705
hh0021,09ES,heatpumpAirSpace,effConv,3.440372147
hh0022,09ES,heatpumpAirSpace,effConv,3.870716214
hh0023,09ES,heatpumpAirSpace,effConv,2.18
hh0024,09ES,heatpumpAirSpace,effConv,3.055376148
hh0001,10ES,heatpumpAirSpace,effConv,2.546225522
hh0002,10ES,heatpumpAirSpace,effConv,3.142346328
hh0003,10ES,heatpumpAirSpace,effConv,3.244517336
hh0004,10ES,heatpumpAirSpace,effConv,3.766881076
hh0005,10ES,heatpumpAirSpace,effConv,3.983948739
hh0006,10ES,heatpumpAirSpace,effConv,3.806834761
hh0007,10ES,heatpumpAirSpace,effConv,3.901075633
hh0008,10ES,heatpumpAirSpace,effConv,3.995081528
hh0009,10ES,heatpumpAirSpace,effConv,4.045378814
hh0010,10ES,heatpumpAirSpace,effConv,4.06
hh0011,10ES,heatpumpAirSpace,effConv,4.06
hh0012,10ES,heatpumpAirSpace,effConv,4.06
hh0013,10ES,heatpumpAirSpace,effConv,4.056983297
hh0014,10ES,heatpumpAirSpace,effConv,4.053966593
hh0015,10ES,heatpumpAirSpace,effConv,4.06
hh0016,10ES,heatpumpAirSpace,effConv,4.06
hh0017,10ES,heatpumpAirSpace,effConv,4.04281383
hh0018,10ES,heatpumpAirSpace,effConv,3.978053535
hh0019,10ES,heatpumpAirSpace,effConv,3.934729879
hh0020,10ES,heatpumpAirSpace,effConv,3.922713705
hh0021,10ES,heatpumpAirSpace,effConv,3.440372147
hh0022,10ES,heatpumpAirSpace,effConv,3.870716214
hh0023,10ES,heatpumpAirSpace,effConv,2.18
hh0024,10ES,heatpumpAirSpace,effConv,3.055376148
hh0001,11ES,heatpumpAirSpace,effConv,2.546225522
hh0002,11ES,heatpumpAirSpace,effConv,3.142346328
hh0003,11ES,heatpumpAirSpace,effConv,3.244517336
hh0004,11ES,heatpumpAirSpace,effConv,3.766881076
hh0005,11ES,heatpumpAirSpace,effConv,3.983948739
hh0006,11ES,heatpumpAirSpace,effConv,3.806834761
hh0007,11ES,heatpumpAirSpace,effConv,3.901075633
hh0008,11ES,heatpumpAirSpace,effConv,3.995081528
hh0009,11ES,heatpumpAirSpace,effConv,4.045378814
hh0010,11ES,heatpumpAirSpace,effConv,4.06
hh0011,11ES,heatpumpAirSpace,effConv,4.06
hh0012,11ES,heatpumpAirSpace,effConv,4.06
hh0013,11ES,heatpumpAirSpace,effConv,4.056983297
hh0014,11ES,heatpumpAirSpace,effConv,4.053966593
hh0015,11ES,heatpumpAirSpace,effConv,4.06
hh0016,11ES,heatpumpAirSpace,effConv,4.06
hh0017,11ES,heatpumpAirSpace,effConv,4.04281383
hh0018,11ES,heatpumpAirSpace,effConv,3.978053535
hh0019,11ES,heatpumpAirSpace,effConv,3.934729879
hh0020,11ES,heatpumpAirSpace,effConv,3.922713705
hh0021,11ES,heatpumpAirSpace,effConv,3.440372147
hh0022,11ES,heatpumpAirSpace,effConv,3.870716214
hh0023,11ES,heatpumpAirSpace,effConv,2.18
hh0024,11ES,heatpumpAirSpace,effConv,3.055376148
hh0001,14FR,heatpumpAirSpace,effConv,3.517030908
hh0002,14FR,heatpumpAirSpace,effConv,3.556667611
hh0003,14FR,heatpumpAirSpace,effConv,3.307099458
hh0004,14FR,heatpumpAirSpace,effConv,3.79836703
hh0005,14FR,heatpumpAirSpace,effConv,3.912558727
hh0006,14FR,heatpumpAirSpace,effConv,3.84516544
hh0007,14FR,heatpumpAirSpace,effConv,3.728663783
hh0008,14FR,heatpumpAirSpace,effConv,3.946521792
hh0009,14FR,heatpumpAirSpace,effConv,4.032573501
hh0010,14FR,heatpumpAirSpace,effConv,4.059417129
hh0011,14FR,heatpumpAirSpace,effConv,4.06
hh0012,14FR,heatpumpAirSpace,effConv,4.06
hh0013,14FR,heatpumpAirSpace,effConv,4.06
hh0014,14FR,heatpumpAirSpace,effConv,4.06
hh0015,14FR,heatpumpAirSpace,effConv,4.06
hh0016,14FR,heatpumpAirSpace,effConv,4.06
hh0017,14FR,heatpumpAirSpace,effConv,4.058834259
hh0018,14FR,heatpumpAirSpace,effConv,4.059417129
hh0019,14FR,heatpumpAirSpace,effConv,3.849478638
hh0020,14FR,heatpumpAirSpace,effConv,3.866341135
hh0021,14FR,heatpumpAirSpace,effConv,3.379497356
hh0022,14FR,heatpumpAirSpace,effConv,3.545142479
hh0023,14FR,heatpumpAirSpace,effConv,2.915
hh0024,14FR,heatpumpAirSpace,effConv,3.794610859
hh0001,15FR,heatpumpAirSpace,effConv,3.517030908
hh0002,15FR,heatpumpAirSpace,effConv,3.556667611
hh0003,15FR,heatpumpAirSpace,effConv,3.307099458
hh0004,15FR,heatpumpAirSpace,effConv,3.79836703
hh0005,15FR,heatpumpAirSpace,effConv,3.912558727
hh0006,15FR,heatpumpAirSpace,effConv,3.84516544
hh0007,15FR,heatpumpAirSpace,effConv,3.728663783
hh0008,15FR,heatpumpAirSpace,effConv,3.946521792
hh0009,15FR,heatpumpAirSpace,effConv,4.032573501
hh0010,15FR,heatpumpAirSpace,effConv,4.059417129
hh0011,15FR,heatpumpAirSpace,effConv,4.06
hh0012,15FR,heatpumpAirSpace,effConv,4.06
hh0013,15FR,heatpumpAirSpace,effConv,4.06
hh0014,15FR,heatpumpAirSpace,effConv,4.06
hh0015,15FR,heatpumpAirSpace,effConv,4.06
hh0016,15FR,heatpumpAirSpace,effConv,4.06
hh0017,15FR,heatpumpAirSpace,effConv,4.058834259
hh0018,15FR,heatpumpAirSpace,effConv,4.059417129
hh0019,15FR,heatpumpAirSpace,effConv,3.849478638
hh0020,15FR,heatpumpAirSpace,effConv,3.866341135
hh0021,15FR,heatpumpAirSpace,effConv,3.379497356
hh0022,15FR,heatpumpAirSpace,effConv,3.545142479
hh0023,15FR,heatpumpAirSpace,effConv,2.915
hh0024,15FR,heatpumpAirSpace,effConv,3.794610859
hh0001,16FR,heatpumpAirSpace,effConv,3.517030908
hh0002,16FR,heatpumpAirSpace,effConv,3.556667611
hh0003,16FR,heatpumpAirSpace,effConv,3.307099458
hh0004,16FR,heatpumpAirSpace,effConv,3.79836703
hh0005,16FR,heatpumpAirSpace,effConv,3.912558727
hh0006,16FR,heatpumpAirSpace,effConv,3.84516544
hh0007,16FR,heatpumpAirSpace,effConv,3.728663783
hh0008,16FR,heatpumpAirSpace,effConv,3.946521792
hh0009,16FR,heatpumpAirSpace,effConv,4.032573501
hh0010,16FR,heatpumpAirSpace,effConv,4.059417129
hh0011,16FR,heatpumpAirSpace,effConv,4.06
hh0012,16FR,heatpumpAirSpace,effConv,4.06
hh0013,16FR,heatpumpAirSpace,effConv,4.06
hh0014,16FR,heatpumpAirSpace,effConv,4.06
hh0015,16FR,heatpumpAirSpace,effConv,4.06
hh0016,16FR,heatpumpAirSpace,effConv,4.06
hh0017,16FR,heatpumpAirSpace,effConv,4.058834259
hh0018,16FR,heatpumpAirSpace,effConv,4.059417129
hh0019,16FR,heatpumpAirSpace,effConv,3.849478638
hh0020,16FR,heatpumpAirSpace,effConv,3.866341135
hh0021,16FR,heatpumpAirSpace,effConv,3.379497356
hh0022,16FR,heatpumpAirSpace,effConv,3.545142479
hh0023,16FR,heatpumpAirSpace,effConv,2.915
hh0024,16FR,heatpumpAirSpace,effConv,3.794610859
hh0001,17FR,heatpumpAirSpace,effConv,3.517030908
hh0002,17FR,heatpumpAirSpace,effConv,3.556667611
hh0003,17FR,heatpumpAirSpace,effConv,3.307099458
hh0004,17FR,heatpumpAirSpace,effConv,3.79836703
hh0005,17FR,heatpumpAirSpace,effConv,3.912558727
hh0006,17FR,heatpumpAirSpace,effConv,3.84516544
hh0007,17FR,heatpumpAirSpace,effConv,3.728663783
hh0008,17FR,heatpumpAirSpace,effConv,3.946521792
hh0009,17FR,heatpumpAirSpace,effConv,4.032573501
hh0010,17FR,heatpumpAirSpace,effConv,4.059417129
hh0011,17FR,heatpumpAirSpace,effConv,4.06
hh0012,17FR,heatpumpAirSpace,effConv,4.06
hh0013,17FR,heatpumpAirSpace,effConv,4.06
hh0014,17FR,heatpumpAirSpace,effConv,4.06
hh0015,17FR,heatpumpAirSpace,effConv,4.06
hh0016,17FR,heatpumpAirSpace,effConv,4.06
hh0017,17FR,heatpumpAirSpace,effConv,4.058834259
hh0018,17FR,heatpumpAirSpace,effConv,4.059417129
hh0019,17FR,heatpumpAirSpace,effConv,3.849478638
hh0020,17FR,heatpumpAirSpace,effConv,3.866341135
hh0021,17FR,heatpumpAirSpace,effConv,3.379497356
hh0022,17FR,heatpumpAirSpace,effConv,3.545142479
hh0023,17FR,heatpumpAirSpace,effConv,2.915
hh0024,17FR,heatpumpAirSpace,effConv,3.794610859
hh0001,18FR,heatpumpAirSpace,effConv,3.517030908
hh0002,18FR,heatpumpAirSpace,effConv,3.556667611
hh0003,18FR,heatpumpAirSpace,effConv,3.307099458
hh0004,18FR,heatpumpAirSpace,effConv,3.79836703
hh0005,18FR,heatpumpAirSpace,effConv,3.912558727
hh0006,18FR,heatpumpAirSpace,effConv,3.84516544
hh0007,18FR,heatpumpAirSpace,effConv,3.728663783
hh0008,18FR,heatpumpAirSpace,effConv,3.946521792
hh0009,18FR,heatpumpAirSpace,effConv,4.032573501
hh0010,18FR,heatpumpAirSpace,effConv,4.059417129
hh0011,18FR,heatpumpAirSpace,effConv,4.06
hh0012,18FR,heatpumpAirSpace,effConv,4.06
hh0013,18FR,heatpumpAirSpace,effConv,4.06
hh0014,18FR,heatpumpAirSpace,effConv,4.06
hh0015,18FR,heatpumpAirSpace,effConv,4.06
hh0016,18FR,heatpumpAirSpace,effConv,4.06
hh0017,18FR,heatpumpAirSpace,effConv,4.058834259
hh0018,18FR,heatpumpAirSpace,effConv,4.059417129
hh0019,18FR,heatpumpAirSpace,effConv,3.849478638
hh0020,18FR,heatpumpAirSpace,effConv,3.866341135
hh0021,18FR,heatpumpAirSpace,effConv,3.379497356
hh0022,18FR,heatpumpAirSpace,effConv,3.545142479
hh0023,18FR,heatpumpAirSpace,effConv,2.915
hh0024,18FR,heatpumpAirSpace,effConv,3.794610859
hh0001,19FR,heatpumpAirSpace,effConv,3.517030908
hh0002,19FR,heatpumpAirSpace,effConv,3.556667611
hh0003,19FR,heatpumpAirSpace,effConv,3.307099458
hh0004,19FR,heatpumpAirSpace,effConv,3.79836703
hh0005,19FR,heatpumpAirSpace,effConv,3.912558727
hh0006,19FR,heatpumpAirSpace,effConv,3.84516544
hh0007,19FR,heatpumpAirSpace,effConv,3.728663783
hh0008,19FR,heatpumpAirSpace,effConv,3.946521792
hh0009,19FR,heatpumpAirSpace,effConv,4.032573501
hh0010,19FR,heatpumpAirSpace,effConv,4.059417129
hh0011,19FR,heatpumpAirSpace,effConv,4.06
hh0012,19FR,heatpumpAirSpace,effConv,4.06
hh0013,19FR,heatpumpAirSpace,effConv,4.06
hh0014,19FR,heatpumpAirSpace,effConv,4.06
hh0015,19FR,heatpumpAirSpace,effConv,4.06
hh0016,19FR,heatpumpAirSpace,effConv,4.06
hh0017,19FR,heatpumpAirSpace,effConv,4.058834259
hh0018,19FR,heatpumpAirSpace,effConv,4.059417129
hh0019,19FR,heatpumpAirSpace,effConv,3.849478638
hh0020,19FR,heatpumpAirSpace,effConv,3.866341135
hh0021,19FR,heatpumpAirSpace,effConv,3.379497356
hh0022,19FR,heatpumpAirSpace,effConv,3.545142479
hh0023,19FR,heatpumpAirSpace,effConv,2.915
hh0024,19FR,heatpumpAirSpace,effConv,3.794610859
hh0001,20FR,heatpumpAirSpace,effConv,3.517030908
hh0002,20FR,heatpumpAirSpace,effConv,3.556667611
hh0003,20FR,heatpumpAirSpace,effConv,3.307099458
hh0004,20FR,heatpumpAirSpace,effConv,3.79836703
hh0005,20FR,heatpumpAirSpace,effConv,3.912558727
hh0006,20FR,heatpumpAirSpace,effConv,3.84516544
hh0007,20FR,heatpumpAirSpace,effConv,3.728663783
hh0008,20FR,heatpumpAirSpace,effConv,3.946521792
hh0009,20FR,heatpumpAirSpace,effConv,4.032573501
hh0010,20FR,heatpumpAirSpace,effConv,4.059417129
hh0011,20FR,heatpumpAirSpace,effConv,4.06
hh0012,20FR,heatpumpAirSpace,effConv,4.06
hh0013,20FR,heatpumpAirSpace,effConv,4.06
hh0014,20FR,heatpumpAirSpace,effConv,4.06
hh0015,20FR,heatpumpAirSpace,effConv,4.06
hh0016,20FR,heatpumpAirSpace,effConv,4.06
hh0017,20FR,heatpumpAirSpace,effConv,4.058834259
hh0018,20FR,heatpumpAirSpace,effConv,4.059417129
hh0019,20FR,heatpumpAirSpace,effConv,3.849478638
hh0020,20FR,heatpumpAirSpace,effConv,3.866341135
hh0021,20FR,heatpumpAirSpace,effConv,3.379497356
hh0022,20FR,heatpumpAirSpace,effConv,3.545142479
hh0023,20FR,heatpumpAirSpace,effConv,2.915
hh0024,20FR,heatpumpAirSpace,effConv,3.794610859
hh0001,21FR,heatpumpAirSpace,effConv,3.517030908
hh0002,21FR,heatpumpAirSpace,effConv,3.556667611
hh0003,21FR,heatpumpAirSpace,effConv,3.307099458
hh0004,21FR,heatpumpAirSpace,effConv,3.79836703
hh0005,21FR,heatpumpAirSpace,effConv,3.912558727
hh0006,21FR,heatpumpAirSpace,effConv,3.84516544
hh0007,21FR,heatpumpAirSpace,effConv,3.728663783
hh0008,21FR,heatpumpAirSpace,effConv,3.946521792
hh0009,21FR,heatpumpAirSpace,effConv,4.032573501
hh0010,21FR,heatpumpAirSpace,effConv,4.059417129
hh0011,21FR,heatpumpAirSpace,effConv,4.06
hh0012,21FR,heatpumpAirSpace,effConv,4.06
hh0013,21FR,heatpumpAirSpace,effConv,4.06
hh0014,21FR,heatpumpAirSpace,effConv,4.06
hh0015,21FR,heatpumpAirSpace,effConv,4.06
hh0016,21FR,heatpumpAirSpace,effConv,4.06
hh0017,21FR,heatpumpAirSpace,effConv,4.058834259
hh0018,21FR,heatpumpAirSpace,effConv,4.059417129
hh0019,21FR,heatpumpAirSpace,effConv,3.849478638
hh0020,21FR,heatpumpAirSpace,effConv,3.866341135
hh0021,21FR,heatpumpAirSpace,effConv,3.379497356
hh0022,21FR,heatpumpAirSpace,effConv,3.545142479
hh0023,21FR,heatpumpAirSpace,effConv,2.915
hh0024,21FR,heatpumpAirSpace,effConv,3.794610859
hh0001,22FR,heatpumpAirSpace,effConv,3.517030908
hh0002,22FR,heatpumpAirSpace,effConv,3.556667611
hh0003,22FR,heatpumpAirSpace,effConv,3.307099458
hh0004,22FR,heatpumpAirSpace,effConv,3.79836703
hh0005,22FR,heatpumpAirSpace,effConv,3.912558727
hh0006,22FR,heatpumpAirSpace,effConv,3.84516544
hh0007,22FR,heatpumpAirSpace,effConv,3.728663783
hh0008,22FR,heatpumpAirSpace,effConv,3.946521792
hh0009,22FR,heatpumpAirSpace,effConv,4.032573501
hh0010,22FR,heatpumpAirSpace,effConv,4.059417129
hh0011,22FR,heatpumpAirSpace,effConv,4.06
hh0012,22FR,heatpumpAirSpace,effConv,4.06
hh0013,22FR,heatpumpAirSpace,effConv,4.06
hh0014,22FR,heatpumpAirSpace,effConv,4.06
hh0015,22FR,heatpumpAirSpace,effConv,4.06
hh0016,22FR,heatpumpAirSpace,effConv,4.06
hh0017,22FR,heatpumpAirSpace,effConv,4.058834259
hh0018,22FR,heatpumpAirSpace,effConv,4.059417129
hh0019,22FR,heatpumpAirSpace,effConv,3.849478638
hh0020,22FR,heatpumpAirSpace,effConv,3.866341135
hh0021,22FR,heatpumpAirSpace,effConv,3.379497356
hh0022,22FR,heatpumpAirSpace,effConv,3.545142479
hh0023,22FR,heatpumpAirSpace,effConv,2.915
hh0024,22FR,heatpumpAirSpace,effConv,3.794610859
hh0001,23FR,heatpumpAirSpace,effConv,3.517030908
hh0002,23FR,heatpumpAirSpace,effConv,3.556667611
hh0003,23FR,heatpumpAirSpace,effConv,3.307099458
hh0004,23FR,heatpumpAirSpace,effConv,3.79836703
