timestep_4,region_4,technology_3,parameter,value
hh0017,39CZ,heatpumpAirSpace,effConv,4.021450225
hh0018,39CZ,heatpumpAirSpace,effConv,4.030659822
hh0019,39CZ,heatpumpAirSpace,effConv,3.783912619
hh0020,39CZ,heatpumpAirSpace,effConv,3.808387569
hh0021,39CZ,heatpumpAirSpace,effConv,3.365474512
hh0022,39CZ,heatpumpAirSpace,effConv,3.498781485
hh0023,39CZ,heatpumpAirSpace,effConv,2.55
hh0024,39CZ,heatpumpAirSpace,effConv,3.193771808
hh0001,40CZ,heatpumpAirSpace,effConv,2.793571734
hh0002,40CZ,heatpumpAirSpace,effConv,3.525526243
hh0003,40CZ,heatpumpAirSpace,effConv,3.425798694
hh0004,40CZ,heatpumpAirSpace,effConv,3.643805283
hh0005,40CZ,heatpumpAirSpace,effConv,3.707520804
hh0006,40CZ,heatpumpAirSpace,effConv,3.477427231
hh0007,40CZ,heatpumpAirSpace,effConv,3.702666586
hh0008,40CZ,heatpumpAirSpace,effConv,3.861241003
hh0009,40CZ,heatpumpAirSpace,effConv,4.034889051
hh0010,40CZ,heatpumpAirSpace,effConv,4.056364631
hh0011,40CZ,heatpumpAirSpace,effConv,4.06
hh0012,40CZ,heatpumpAirSpace,effConv,4.06
hh0013,40CZ,heatpumpAirSpace,effConv,4.06
hh0014,40CZ,heatpumpAirSpace,effConv,4.06
hh0015,40CZ,heatpumpAirSpace,effConv,4.06
hh0016,40CZ,heatpumpAirSpace,effConv,4.06
hh0017,40CZ,heatpumpAirSpace,effConv,4.021450225
hh0018,40CZ,heatpumpAirSpace,effConv,4.030659822
hh0019,40CZ,heatpumpAirSpace,effConv,3.783912619
hh0020,40CZ,heatpumpAirSpace,effConv,3.808387569
hh0021,40CZ,heatpumpAirSpace,effConv,3.365474512
hh0022,40CZ,heatpumpAirSpace,effConv,3.498781485
hh0023,40CZ,heatpumpAirSpace,effConv,2.55
hh0024,40CZ,heatpumpAirSpace,effConv,3.193771808
hh0001,52IT,heatpumpAirSpace,effConv,2.546225522
hh0002,52IT,heatpumpAirSpace,effConv,3.142346328
hh0003,52IT,heatpumpAirSpace,effConv,3.244517336
hh0004,52IT,heatpumpAirSpace,effConv,3.766881076
hh0005,52IT,heatpumpAirSpace,effConv,3.983948739
hh0006,52IT,heatpumpAirSpace,effConv,3.806834761
hh0007,52IT,heatpumpAirSpace,effConv,3.901075633
hh0008,52IT,heatpumpAirSpace,effConv,3.995081528
hh0009,52IT,heatpumpAirSpace,effConv,4.045378814
hh0010,52IT,heatpumpAirSpace,effConv,4.06
hh0011,52IT,heatpumpAirSpace,effConv,4.06
hh0012,52IT,heatpumpAirSpace,effConv,4.06
hh0013,52IT,heatpumpAirSpace,effConv,4.056983297
hh0014,52IT,heatpumpAirSpace,effConv,4.053966593
hh0015,52IT,heatpumpAirSpace,effConv,4.06
hh0016,52IT,heatpumpAirSpace,effConv,4.06
hh0017,52IT,heatpumpAirSpace,effConv,4.04281383
hh0018,52IT,heatpumpAirSpace,effConv,3.978053535
hh0019,52IT,heatpumpAirSpace,effConv,3.934729879
hh0020,52IT,heatpumpAirSpace,effConv,3.922713705
hh0021,52IT,heatpumpAirSpace,effConv,3.440372147
hh0022,52IT,heatpumpAirSpace,effConv,3.870716214
hh0023,52IT,heatpumpAirSpace,effConv,2.18
hh0024,52IT,heatpumpAirSpace,effConv,3.055376148
hh0001,53IT,heatpumpAirSpace,effConv,2.546225522
hh0002,53IT,heatpumpAirSpace,effConv,3.142346328
hh0003,53IT,heatpumpAirSpace,effConv,3.244517336
hh0004,53IT,heatpumpAirSpace,effConv,3.766881076
hh0005,53IT,heatpumpAirSpace,effConv,3.983948739
hh0006,53IT,heatpumpAirSpace,effConv,3.806834761
hh0007,53IT,heatpumpAirSpace,effConv,3.901075633
hh0008,53IT,heatpumpAirSpace,effConv,3.995081528
hh0009,53IT,heatpumpAirSpace,effConv,4.045378814
hh0010,53IT,heatpumpAirSpace,effConv,4.06
hh0011,53IT,heatpumpAirSpace,effConv,4.06
hh0012,53IT,heatpumpAirSpace,effConv,4.06
hh0013,53IT,heatpumpAirSpace,effConv,4.056983297
hh0014,53IT,heatpumpAirSpace,effConv,4.053966593
hh0015,53IT,heatpumpAirSpace,effConv,4.06
hh0016,53IT,heatpumpAirSpace,effConv,4.06
hh0017,53IT,heatpumpAirSpace,effConv,4.04281383
hh0018,53IT,heatpumpAirSpace,effConv,3.978053535
hh0019,53IT,heatpumpAirSpace,effConv,3.934729879
hh0020,53IT,heatpumpAirSpace,effConv,3.922713705
hh0021,53IT,heatpumpAirSpace,effConv,3.440372147
hh0022,53IT,heatpumpAirSpace,effConv,3.870716214
hh0023,53IT,heatpumpAirSpace,effConv,2.18
hh0024,53IT,heatpumpAirSpace,effConv,3.055376148
hh0001,54IT,heatpumpAirSpace,effConv,2.546225522
hh0002,54IT,heatpumpAirSpace,effConv,3.142346328
hh0003,54IT,heatpumpAirSpace,effConv,3.244517336
hh0004,54IT,heatpumpAirSpace,effConv,3.766881076
hh0005,54IT,heatpumpAirSpace,effConv,3.983948739
hh0006,54IT,heatpumpAirSpace,effConv,3.806834761
hh0007,54IT,heatpumpAirSpace,effConv,3.901075633
hh0008,54IT,heatpumpAirSpace,effConv,3.995081528
hh0009,54IT,heatpumpAirSpace,effConv,4.045378814
hh0010,54IT,heatpumpAirSpace,effConv,4.06
hh0011,54IT,heatpumpAirSpace,effConv,4.06
hh0012,54IT,heatpumpAirSpace,effConv,4.06
hh0013,54IT,heatpumpAirSpace,effConv,4.056983297
hh0014,54IT,heatpumpAirSpace,effConv,4.053966593
hh0015,54IT,heatpumpAirSpace,effConv,4.06
hh0016,54IT,heatpumpAirSpace,effConv,4.06
hh0017,54IT,heatpumpAirSpace,effConv,4.04281383
hh0018,54IT,heatpumpAirSpace,effConv,3.978053535
hh0019,54IT,heatpumpAirSpace,effConv,3.934729879
hh0020,54IT,heatpumpAirSpace,effConv,3.922713705
hh0021,54IT,heatpumpAirSpace,effConv,3.440372147
hh0022,54IT,heatpumpAirSpace,effConv,3.870716214
hh0023,54IT,heatpumpAirSpace,effConv,2.18
hh0024,54IT,heatpumpAirSpace,effConv,3.055376148
hh0001,55IT,heatpumpAirSpace,effConv,2.546225522
hh0002,55IT,heatpumpAirSpace,effConv,3.142346328
hh0003,55IT,heatpumpAirSpace,effConv,3.244517336
hh0004,55IT,heatpumpAirSpace,effConv,3.766881076
hh0005,55IT,heatpumpAirSpace,effConv,3.983948739
hh0006,55IT,heatpumpAirSpace,effConv,3.806834761
hh0007,55IT,heatpumpAirSpace,effConv,3.901075633
hh0008,55IT,heatpumpAirSpace,effConv,3.995081528
hh0009,55IT,heatpumpAirSpace,effConv,4.045378814
hh0010,55IT,heatpumpAirSpace,effConv,4.06
hh0011,55IT,heatpumpAirSpace,effConv,4.06
hh0012,55IT,heatpumpAirSpace,effConv,4.06
hh0013,55IT,heatpumpAirSpace,effConv,4.056983297
hh0014,55IT,heatpumpAirSpace,effConv,4.053966593
hh0015,55IT,heatpumpAirSpace,effConv,4.06
hh0016,55IT,heatpumpAirSpace,effConv,4.06
hh0017,55IT,heatpumpAirSpace,effConv,4.04281383
hh0018,55IT,heatpumpAirSpace,effConv,3.978053535
hh0019,55IT,heatpumpAirSpace,effConv,3.934729879
hh0020,55IT,heatpumpAirSpace,effConv,3.922713705
hh0021,55IT,heatpumpAirSpace,effConv,3.440372147
hh0022,55IT,heatpumpAirSpace,effConv,3.870716214
hh0023,55IT,heatpumpAirSpace,effConv,2.18
hh0024,55IT,heatpumpAirSpace,effConv,3.055376148
hh0001,56IT,heatpumpAirSpace,effConv,2.546225522
hh0002,56IT,heatpumpAirSpace,effConv,3.142346328
hh0003,56IT,heatpumpAirSpace,effConv,3.244517336
hh0004,56IT,heatpumpAirSpace,effConv,3.766881076
hh0005,56IT,heatpumpAirSpace,effConv,3.983948739
hh0006,56IT,heatpumpAirSpace,effConv,3.806834761
hh0007,56IT,heatpumpAirSpace,effConv,3.901075633
hh0008,56IT,heatpumpAirSpace,effConv,3.995081528
hh0009,56IT,heatpumpAirSpace,effConv,4.045378814
hh0010,56IT,heatpumpAirSpace,effConv,4.06
hh0011,56IT,heatpumpAirSpace,effConv,4.06
hh0012,56IT,heatpumpAirSpace,effConv,4.06
hh0013,56IT,heatpumpAirSpace,effConv,4.056983297
hh0014,56IT,heatpumpAirSpace,effConv,4.053966593
hh0015,56IT,heatpumpAirSpace,effConv,4.06
hh0016,56IT,heatpumpAirSpace,effConv,4.06
hh0017,56IT,heatpumpAirSpace,effConv,4.04281383
hh0018,56IT,heatpumpAirSpace,effConv,3.978053535
hh0019,56IT,heatpumpAirSpace,effConv,3.934729879
hh0020,56IT,heatpumpAirSpace,effConv,3.922713705
hh0021,56IT,heatpumpAirSpace,effConv,3.440372147
hh0022,56IT,heatpumpAirSpace,effConv,3.870716214
hh0023,56IT,heatpumpAirSpace,effConv,2.18
hh0024,56IT,heatpumpAirSpace,effConv,3.055376148
hh0001,98IT,heatpumpAirSpace,effConv,2.546225522
hh0002,98IT,heatpumpAirSpace,effConv,3.142346328
hh0003,98IT,heatpumpAirSpace,effConv,3.244517336
hh0004,98IT,heatpumpAirSpace,effConv,3.766881076
hh0005,98IT,heatpumpAirSpace,effConv,3.983948739
hh0006,98IT,heatpumpAirSpace,effConv,3.806834761
hh0007,98IT,heatpumpAirSpace,effConv,3.901075633
hh0008,98IT,heatpumpAirSpace,effConv,3.995081528
hh0009,98IT,heatpumpAirSpace,effConv,4.045378814
hh0010,98IT,heatpumpAirSpace,effConv,4.06
hh0011,98IT,heatpumpAirSpace,effConv,4.06
hh0012,98IT,heatpumpAirSpace,effConv,4.06
hh0013,98IT,heatpumpAirSpace,effConv,4.056983297
hh0014,98IT,heatpumpAirSpace,effConv,4.053966593
hh0015,98IT,heatpumpAirSpace,effConv,4.06
hh0016,98IT,heatpumpAirSpace,effConv,4.06
hh0017,98IT,heatpumpAirSpace,effConv,4.04281383
hh0018,98IT,heatpumpAirSpace,effConv,3.978053535
hh0019,98IT,heatpumpAirSpace,effConv,3.934729879
hh0020,98IT,heatpumpAirSpace,effConv,3.922713705
hh0021,98IT,heatpumpAirSpace,effConv,3.440372147
hh0022,98IT,heatpumpAirSpace,effConv,3.870716214
hh0023,98IT,heatpumpAirSpace,effConv,2.18
hh0024,98IT,heatpumpAirSpace,effConv,3.055376148
hh0001,30NL,heatpumpAirSpace,effConv,3.51949283
hh0002,30NL,heatpumpAirSpace,effConv,3.746358381
hh0003,30NL,heatpumpAirSpace,effConv,3.612385854
hh0004,30NL,heatpumpAirSpace,effConv,3.788542358
hh0005,30NL,heatpumpAirSpace,effConv,3.885002376
hh0006,30NL,heatpumpAirSpace,effConv,3.624235097
hh0007,30NL,heatpumpAirSpace,effConv,3.5580486
hh0008,30NL,heatpumpAirSpace,effConv,3.956794639
hh0009,30NL,heatpumpAirSpace,effConv,4.052960622
hh0010,30NL,heatpumpAirSpace,effConv,4.06
hh0011,30NL,heatpumpAirSpace,effConv,4.06
hh0012,30NL,heatpumpAirSpace,effConv,4.06
hh0013,30NL,heatpumpAirSpace,effConv,4.06
hh0014,30NL,heatpumpAirSpace,effConv,4.06
hh0015,30NL,heatpumpAirSpace,effConv,4.06
hh0016,30NL,heatpumpAirSpace,effConv,4.06
hh0017,30NL,heatpumpAirSpace,effConv,4.06
hh0018,30NL,heatpumpAirSpace,effConv,4.058842514
hh0019,30NL,heatpumpAirSpace,effConv,3.897114363
hh0020,30NL,heatpumpAirSpace,effConv,3.866152614
hh0021,30NL,heatpumpAirSpace,effConv,3.734168725
hh0022,30NL,heatpumpAirSpace,effConv,3.480178008
hh0023,30NL,heatpumpAirSpace,effConv,2.68
hh0024,30NL,heatpumpAirSpace,effConv,3.714562519
hh0001,58HU,heatpumpAirSpace,effConv,2.743355603
hh0002,58HU,heatpumpAirSpace,effConv,3.466050048
hh0003,58HU,heatpumpAirSpace,effConv,3.384526092
hh0004,58HU,heatpumpAirSpace,effConv,3.752783739
hh0005,58HU,heatpumpAirSpace,effConv,3.949090742
hh0006,58HU,heatpumpAirSpace,effConv,3.808401589
hh0007,58HU,heatpumpAirSpace,effConv,3.912619937
hh0008,58HU,heatpumpAirSpace,effConv,4.03739758
hh0009,58HU,heatpumpAirSpace,effConv,4.06
hh0010,58HU,heatpumpAirSpace,effConv,4.06
hh0011,58HU,heatpumpAirSpace,effConv,4.06
hh0012,58HU,heatpumpAirSpace,effConv,4.06
hh0013,58HU,heatpumpAirSpace,effConv,4.06
hh0014,58HU,heatpumpAirSpace,effConv,4.06
hh0015,58HU,heatpumpAirSpace,effConv,4.06
hh0016,58HU,heatpumpAirSpace,effConv,4.06
hh0017,58HU,heatpumpAirSpace,effConv,4.054832318
hh0018,58HU,heatpumpAirSpace,effConv,4.024025839
hh0019,58HU,heatpumpAirSpace,effConv,3.890185363
hh0020,58HU,heatpumpAirSpace,effConv,3.910016696
hh0021,58HU,heatpumpAirSpace,effConv,3.357161018
hh0022,58HU,heatpumpAirSpace,effConv,3.787854943
hh0023,58HU,heatpumpAirSpace,effConv,3.513870315
hh0024,58HU,heatpumpAirSpace,effConv,2.594367233
hh0001,29LU,heatpumpAirSpace,effConv,3.433275425
hh0002,29LU,heatpumpAirSpace,effConv,3.527556933
hh0003,29LU,heatpumpAirSpace,effConv,3.260031532
hh0004,29LU,heatpumpAirSpace,effConv,3.765761502
hh0005,29LU,heatpumpAirSpace,effConv,3.802762552
hh0006,29LU,heatpumpAirSpace,effConv,3.576102965
hh0007,29LU,heatpumpAirSpace,effConv,3.640458279
hh0008,29LU,heatpumpAirSpace,effConv,3.929079123
hh0009,29LU,heatpumpAirSpace,effConv,4.037402548
hh0010,29LU,heatpumpAirSpace,effConv,4.06
hh0011,29LU,heatpumpAirSpace,effConv,4.06
hh0012,29LU,heatpumpAirSpace,effConv,4.06
hh0013,29LU,heatpumpAirSpace,effConv,4.058781597
hh0014,29LU,heatpumpAirSpace,effConv,4.059390799
hh0015,29LU,heatpumpAirSpace,effConv,4.06
hh0016,29LU,heatpumpAirSpace,effConv,4.06
hh0017,29LU,heatpumpAirSpace,effConv,4.06
hh0018,29LU,heatpumpAirSpace,effConv,4.050831935
hh0019,29LU,heatpumpAirSpace,effConv,3.797639904
hh0020,29LU,heatpumpAirSpace,effConv,3.805765571
hh0021,29LU,heatpumpAirSpace,effConv,3.310528536
hh0022,29LU,heatpumpAirSpace,effConv,3.141075608
hh0023,29LU,heatpumpAirSpace,effConv,2.65
hh0024,29LU,heatpumpAirSpace,effConv,3.667040587
hh0001,78LV,heatpumpAirSpace,effConv,2.854470115
hh0002,78LV,heatpumpAirSpace,effConv,3.534841849
hh0003,78LV,heatpumpAirSpace,effConv,3.451613652
hh0004,78LV,heatpumpAirSpace,effConv,3.649714008
hh0005,78LV,heatpumpAirSpace,effConv,3.738438379
hh0006,78LV,heatpumpAirSpace,effConv,3.498938616
hh0007,78LV,heatpumpAirSpace,effConv,3.658100518
hh0008,78LV,heatpumpAirSpace,effConv,3.874220385
hh0009,78LV,heatpumpAirSpace,effConv,4.046387673
hh0010,78LV,heatpumpAirSpace,effConv,4.06
hh0011,78LV,heatpumpAirSpace,effConv,4.06
hh0012,78LV,heatpumpAirSpace,effConv,4.06
hh0013,78LV,heatpumpAirSpace,effConv,4.06
hh0014,78LV,heatpumpAirSpace,effConv,4.06
hh0015,78LV,heatpumpAirSpace,effConv,4.06
hh0016,78LV,heatpumpAirSpace,effConv,4.06
hh0017,78LV,heatpumpAirSpace,effConv,4.029406867
hh0018,78LV,heatpumpAirSpace,effConv,4.008256869
hh0019,78LV,heatpumpAirSpace,effConv,3.835534634
hh0020,78LV,heatpumpAirSpace,effConv,3.743762371
hh0021,78LV,heatpumpAirSpace,effConv,3.453525056
hh0022,78LV,heatpumpAirSpace,effConv,3.557619678
hh0023,78LV,heatpumpAirSpace,effConv,2.45
hh0024,78LV,heatpumpAirSpace,effConv,3.164584323
hh0001,38DK,heatpumpAirSpace,effConv,2.854470115
hh0002,38DK,heatpumpAirSpace,effConv,3.534841849
hh0003,38DK,heatpumpAirSpace,effConv,3.451613652
hh0004,38DK,heatpumpAirSpace,effConv,3.649714008
hh0005,38DK,heatpumpAirSpace,effConv,3.738438379
hh0006,38DK,heatpumpAirSpace,effConv,3.498938616
hh0007,38DK,heatpumpAirSpace,effConv,3.658100518
hh0008,38DK,heatpumpAirSpace,effConv,3.874220385
hh0009,38DK,heatpumpAirSpace,effConv,4.046387673
hh0010,38DK,heatpumpAirSpace,effConv,4.06
hh0011,38DK,heatpumpAirSpace,effConv,4.06
hh0012,38DK,heatpumpAirSpace,effConv,4.06
hh0013,38DK,heatpumpAirSpace,effConv,4.06
hh0014,38DK,heatpumpAirSpace,effConv,4.06
hh0015,38DK,heatpumpAirSpace,effConv,4.06
hh0016,38DK,heatpumpAirSpace,effConv,4.06
hh0017,38DK,heatpumpAirSpace,effConv,4.029406867
hh0018,38DK,heatpumpAirSpace,effConv,4.008256869
hh0019,38DK,heatpumpAirSpace,effConv,3.835534634
hh0020,38DK,heatpumpAirSpace,effConv,3.743762371
hh0021,38DK,heatpumpAirSpace,effConv,3.453525056
hh0022,38DK,heatpumpAirSpace,effConv,3.557619678
hh0023,38DK,heatpumpAirSpace,effConv,2.45
hh0024,38DK,heatpumpAirSpace,effConv,3.164584323
hh0001,72DK,heatpumpAirSpace,effConv,2.854470115
hh0002,72DK,heatpumpAirSpace,effConv,3.534841849
hh0003,72DK,heatpumpAirSpace,effConv,3.451613652
hh0004,72DK,heatpumpAirSpace,effConv,3.649714008
hh0005,72DK,heatpumpAirSpace,effConv,3.738438379
hh0006,72DK,heatpumpAirSpace,effConv,3.498938616
hh0007,72DK,heatpumpAirSpace,effConv,3.658100518
hh0008,72DK,heatpumpAirSpace,effConv,3.874220385
hh0009,72DK,heatpumpAirSpace,effConv,4.046387673
hh0010,72DK,heatpumpAirSpace,effConv,4.06
hh0011,72DK,heatpumpAirSpace,effConv,4.06
hh0012,72DK,heatpumpAirSpace,effConv,4.06
hh0013,72DK,heatpumpAirSpace,effConv,4.06
hh0014,72DK,heatpumpAirSpace,effConv,4.06
hh0015,72DK,heatpumpAirSpace,effConv,4.06
hh0016,72DK,heatpumpAirSpace,effConv,4.06
hh0017,72DK,heatpumpAirSpace,effConv,4.029406867
hh0018,72DK,heatpumpAirSpace,effConv,4.008256869
hh0019,72DK,heatpumpAirSpace,effConv,3.835534634
hh0020,72DK,heatpumpAirSpace,effConv,3.743762371
hh0021,72DK,heatpumpAirSpace,effConv,3.453525056
hh0022,72DK,heatpumpAirSpace,effConv,3.557619678
hh0023,72DK,heatpumpAirSpace,effConv,2.45
hh0024,72DK,heatpumpAirSpace,effConv,3.164584323
hh0001,28BE,heatpumpAirSpace,effConv,3.663248986
hh0002,28BE,heatpumpAirSpace,effConv,3.674836032
hh0003,28BE,heatpumpAirSpace,effConv,3.471726534
hh0004,28BE,heatpumpAirSpace,effConv,3.784121206
hh0005,28BE,heatpumpAirSpace,effConv,3.86448889
hh0006,28BE,heatpumpAirSpace,effConv,3.633207627
hh0007,28BE,heatpumpAirSpace,effConv,3.580990384
hh0008,28BE,heatpumpAirSpace,effConv,3.953839991
hh0009,28BE,heatpumpAirSpace,effConv,4.046202574
hh0010,28BE,heatpumpAirSpace,effConv,4.06
hh0011,28BE,heatpumpAirSpace,effConv,4.06
hh0012,28BE,heatpumpAirSpace,effConv,4.06
hh0013,28BE,heatpumpAirSpace,effConv,4.06
hh0014,28BE,heatpumpAirSpace,effConv,4.06
hh0015,28BE,heatpumpAirSpace,effConv,4.06
hh0016,28BE,heatpumpAirSpace,effConv,4.06
hh0017,28BE,heatpumpAirSpace,effConv,4.06
hh0018,28BE,heatpumpAirSpace,effConv,4.056489219
hh0019,28BE,heatpumpAirSpace,effConv,3.842419419
hh0020,28BE,heatpumpAirSpace,effConv,3.868897084
hh0021,28BE,heatpumpAirSpace,effConv,3.606864769
hh0022,28BE,heatpumpAirSpace,effConv,3.384779379
hh0023,28BE,heatpumpAirSpace,effConv,2.72
hh0024,28BE,heatpumpAirSpace,effConv,3.733170086
hh0001,59RO,heatpumpAirSpace,effConv,2.569953576
hh0002,59RO,heatpumpAirSpace,effConv,3.117976679
hh0003,59RO,heatpumpAirSpace,effConv,3.209624268
hh0004,59RO,heatpumpAirSpace,effConv,3.693050868
hh0005,59RO,heatpumpAirSpace,effConv,3.814571423
hh0006,59RO,heatpumpAirSpace,effConv,3.718450913
hh0007,59RO,heatpumpAirSpace,effConv,3.871662044
hh0008,59RO,heatpumpAirSpace,effConv,4.000583205
hh0009,59RO,heatpumpAirSpace,effConv,4.035849015
hh0010,59RO,heatpumpAirSpace,effConv,4.06
hh0011,59RO,heatpumpAirSpace,effConv,4.06
hh0012,59RO,heatpumpAirSpace,effConv,4.06
hh0013,59RO,heatpumpAirSpace,effConv,4.06
hh0014,59RO,heatpumpAirSpace,effConv,4.06
hh0015,59RO,heatpumpAirSpace,effConv,4.06
hh0016,59RO,heatpumpAirSpace,effConv,4.06
hh0017,59RO,heatpumpAirSpace,effConv,4.016568569
hh0018,59RO,heatpumpAirSpace,effConv,3.97904322
hh0019,59RO,heatpumpAirSpace,effConv,3.78666119
hh0020,59RO,heatpumpAirSpace,effConv,3.793378995
hh0021,59RO,heatpumpAirSpace,effConv,3.28848787
hh0022,59RO,heatpumpAirSpace,effConv,3.770443195
hh0023,59RO,heatpumpAirSpace,effConv,2.185
hh0024,59RO,heatpumpAirSpace,effConv,2.96670342
hh0001,60RO,heatpumpAirSpace,effConv,2.569953576
hh0002,60RO,heatpumpAirSpace,effConv,3.117976679
hh0003,60RO,heatpumpAirSpace,effConv,3.209624268
hh0004,60RO,heatpumpAirSpace,effConv,3.693050868
hh0005,60RO,heatpumpAirSpace,effConv,3.814571423
hh0006,60RO,heatpumpAirSpace,effConv,3.718450913
hh0007,60RO,heatpumpAirSpace,effConv,3.871662044
hh0008,60RO,heatpumpAirSpace,effConv,4.000583205
hh0009,60RO,heatpumpAirSpace,effConv,4.035849015
hh0010,60RO,heatpumpAirSpace,effConv,4.06
hh0011,60RO,heatpumpAirSpace,effConv,4.06
hh0012,60RO,heatpumpAirSpace,effConv,4.06
hh0013,60RO,heatpumpAirSpace,effConv,4.06
hh0014,60RO,heatpumpAirSpace,effConv,4.06
hh0015,60RO,heatpumpAirSpace,effConv,4.06
hh0016,60RO,heatpumpAirSpace,effConv,4.06
hh0017,60RO,heatpumpAirSpace,effConv,4.016568569
hh0018,60RO,heatpumpAirSpace,effConv,3.97904322
hh0019,60RO,heatpumpAirSpace,effConv,3.78666119
hh0020,60RO,heatpumpAirSpace,effConv,3.793378995
hh0021,60RO,heatpumpAirSpace,effConv,3.28848787
hh0022,60RO,heatpumpAirSpace,effConv,3.770443195
hh0023,60RO,heatpumpAirSpace,effConv,2.185
hh0024,60RO,heatpumpAirSpace,effConv,2.96670342
hh0001,61RO,heatpumpAirSpace,effConv,2.569953576
hh0002,61RO,heatpumpAirSpace,effConv,3.117976679
hh0003,61RO,heatpumpAirSpace,effConv,3.209624268
hh0004,61RO,heatpumpAirSpace,effConv,3.693050868
hh0005,61RO,heatpumpAirSpace,effConv,3.814571423
hh0006,61RO,heatpumpAirSpace,effConv,3.718450913
hh0007,61RO,heatpumpAirSpace,effConv,3.871662044
hh0008,61RO,heatpumpAirSpace,effConv,4.000583205
hh0009,61RO,heatpumpAirSpace,effConv,4.035849015
hh0010,61RO,heatpumpAirSpace,effConv,4.06
hh0011,61RO,heatpumpAirSpace,effConv,4.06
hh0012,61RO,heatpumpAirSpace,effConv,4.06
hh0013,61RO,heatpumpAirSpace,effConv,4.06
hh0014,61RO,heatpumpAirSpace,effConv,4.06
hh0015,61RO,heatpumpAirSpace,effConv,4.06
hh0016,61RO,heatpumpAirSpace,effConv,4.06
hh0017,61RO,heatpumpAirSpace,effConv,4.016568569
hh0018,61RO,heatpumpAirSpace,effConv,3.97904322
hh0019,61RO,heatpumpAirSpace,effConv,3.78666119
hh0020,61RO,heatpumpAirSpace,effConv,3.793378995
hh0021,61RO,heatpumpAirSpace,effConv,3.28848787
hh0022,61RO,heatpumpAirSpace,effConv,3.770443195
hh0023,61RO,heatpumpAirSpace,effConv,2.185
hh0024,61RO,heatpumpAirSpace,effConv,2.96670342
hh0001,68GR,heatpumpAirSpace,effConv,2.546225522
hh0002,68GR,heatpumpAirSpace,effConv,3.142346328
hh0003,68GR,heatpumpAirSpace,effConv,3.244517336
hh0004,68GR,heatpumpAirSpace,effConv,3.766881076
hh0005,68GR,heatpumpAirSpace,effConv,3.983948739
hh0006,68GR,heatpumpAirSpace,effConv,3.806834761
hh0007,68GR,heatpumpAirSpace,effConv,3.901075633
hh0008,68GR,heatpumpAirSpace,effConv,3.995081528
hh0009,68GR,heatpumpAirSpace,effConv,4.045378814
hh0010,68GR,heatpumpAirSpace,effConv,4.06
hh0011,68GR,heatpumpAirSpace,effConv,4.06
hh0012,68GR,heatpumpAirSpace,effConv,4.06
hh0013,68GR,heatpumpAirSpace,effConv,4.056983297
hh0014,68GR,heatpumpAirSpace,effConv,4.053966593
hh0015,68GR,heatpumpAirSpace,effConv,4.06
hh0016,68GR,heatpumpAirSpace,effConv,4.06
hh0017,68GR,heatpumpAirSpace,effConv,4.04281383
hh0018,68GR,heatpumpAirSpace,effConv,3.978053535
hh0019,68GR,heatpumpAirSpace,effConv,3.934729879
hh0020,68GR,heatpumpAirSpace,effConv,3.922713705
hh0021,68GR,heatpumpAirSpace,effConv,3.440372147
hh0022,68GR,heatpumpAirSpace,effConv,3.870716214
hh0023,68GR,heatpumpAirSpace,effConv,2.18
hh0024,68GR,heatpumpAirSpace,effConv,3.055376148
hh0001,69GR,heatpumpAirSpace,effConv,2.546225522
hh0002,69GR,heatpumpAirSpace,effConv,3.142346328
hh0003,69GR,heatpumpAirSpace,effConv,3.244517336
hh0004,69GR,heatpumpAirSpace,effConv,3.766881076
hh0005,69GR,heatpumpAirSpace,effConv,3.983948739
hh0006,69GR,heatpumpAirSpace,effConv,3.806834761
hh0007,69GR,heatpumpAirSpace,effConv,3.901075633
hh0008,69GR,heatpumpAirSpace,effConv,3.995081528
hh0009,69GR,heatpumpAirSpace,effConv,4.045378814
hh0010,69GR,heatpumpAirSpace,effConv,4.06
hh0011,69GR,heatpumpAirSpace,effConv,4.06
hh0012,69GR,heatpumpAirSpace,effConv,4.06
hh0013,69GR,heatpumpAirSpace,effConv,4.056983297
hh0014,69GR,heatpumpAirSpace,effConv,4.053966593
hh0015,69GR,heatpumpAirSpace,effConv,4.06
hh0016,69GR,heatpumpAirSpace,effConv,4.06
hh0017,69GR,heatpumpAirSpace,effConv,4.04281383
hh0018,69GR,heatpumpAirSpace,effConv,3.978053535
hh0019,69GR,heatpumpAirSpace,effConv,3.934729879
hh0020,69GR,heatpumpAirSpace,effConv,3.922713705
hh0021,69GR,heatpumpAirSpace,effConv,3.440372147
hh0022,69GR,heatpumpAirSpace,effConv,3.870716214
hh0023,69GR,heatpumpAirSpace,effConv,2.18
hh0024,69GR,heatpumpAirSpace,effConv,3.055376148
hh0001,01ES,heatpumpAirSpace,effConv,2.546225522
hh0002,01ES,heatpumpAirSpace,effConv,3.142346328
hh0003,01ES,heatpumpAirSpace,effConv,3.244517336
hh0004,01ES,heatpumpAirSpace,effConv,3.766881076
hh0005,01ES,heatpumpAirSpace,effConv,3.983948739
hh0006,01ES,heatpumpAirSpace,effConv,3.806834761
hh0007,01ES,heatpumpAirSpace,effConv,3.901075633
hh0008,01ES,heatpumpAirSpace,effConv,3.995081528
hh0009,01ES,heatpumpAirSpace,effConv,4.045378814
hh0010,01ES,heatpumpAirSpace,effConv,4.06
