iteration,objectiveValue
480,1081587.3590972177
481,1299842.1327089588
482,1404945.8251082886
483,1083563.0590625177
484,1277007.8044941598
485,1248480.883029654
486,920245.1617530432
487,1366573.3141480477
488,1380052.6778403083
489,1374101.5274846246
490,1178398.603875047
491,1203890.1977401704
492,1046413.4498276692
493,1286997.4247794794
494,1334320.0862208928
495,1120653.819395833
496,1017968.293564614
497,1555741.251060803
498,1244750.6012727856
499,1273014.3425725084
500,1053768.515319184
501,1396027.236997425
502,1210483.544266698
503,973789.8110549804
504,1141940.8072045038
505,1092844.6158988122
506,1213750.9957194382
507,1145089.5373377248
508,1294990.92740762
509,1324487.2627206538
510,1356961.4423268405
511,1150109.8233458018
512,1183849.4508905038
513,1305221.219852304
514,1053528.518347361
515,1394461.7756892836
516,1063314.0528171218
517,1491994.0758243068
518,1466336.857453368
519,1209833.2866191862
520,1206304.995219092
521,1260739.8555787676
522,970915.3027023792
523,1496619.3511573332
524,1003292.81680098
525,1247746.9184970176
526,1451904.788087146
527,1078559.797304921
528,1270932.847050457
529,1153225.1084575683
530,1282070.2329275245
531,958016.6554247588
532,1280087.152587473
533,1347468.7217795462
534,1428107.146996016
535,1015686.0425846572
536,1153611.3162440136
537,1362838.0757503062
538,1175359.3041519714
539,1208999.1062081
540,1034124.5107353886
541,1168750.5469683865
542,1180583.072126951
543,1212601.0847958152
544,999717.7570934189
545,943413.077675096
546,1212275.9811839876
547,1296045.7829629655
548,1233514.989187581
549,1190692.0926261365
550,1266639.1741507372
551,1432318.288013212
552,1025720.418624714
553,1110806.265790859
554,1191587.0392296067
555,1307307.3315119536
556,1266409.828507319
557,1014660.3997584236
558,1315363.1327160306
559,1329007.2489189592
560,1077958.6314556145
561,1410483.6459071373
562,1304853.6840332458
563,1326337.714337674
564,1140569.8410968974
565,948179.2589716292
566,1374267.8565794886
567,1124854.7228147732
568,1131240.7192354323
569,1061247.5262097698
570,1186480.219026801
571,952283.6482511172
572,900923.4603880432
573,1071292.7803637292
574,1159510.5428550688
575,1202867.5988156735
576,1223705.329167549
577,1456657.7346299782
578,974957.8157950952
579,1168147.3356009454
580,1174576.569990398
581,1054444.3278814526
582,1288685.7381494157
583,1349913.7145794982
584,967867.0398288972
585,1235817.0499539052
586,1266530.3853516427
587,1132168.5702463936
588,1095660.788031248
589,1134011.6632132533
590,1061618.1299249567
591,1196362.696755991
592,1027458.316877112
593,1143716.6341050558
594,1098991.8971828064
595,1101988.9451212485
596,1085016.1221803967
597,1422803.6826914686
598,1176920.955197457
599,1016708.5337361622
600,1252170.866414733
601,1209971.963519978
602,920879.987359664
603,1202910.1380471075
604,1170772.573597984
605,976666.8922724448
606,1369171.3866407827
607,1002051.2078963174
608,1061472.8063550172
609,1289729.3967219796
610,1042827.4212038016
611,1311184.7577201054
612,1396645.7735360074
613,1346321.2876629771
614,1010361.2478462736
615,1474000.1992745409
616,1147794.8264430934
617,1550239.9880411965
618,1302059.9971480349
619,1037532.4503660478
620,1208149.3082658798
621,1122313.9007024397
622,1143817.008439013
623,1121044.8090777225
624,1191681.7600009455
625,1212712.563352366
626,1092751.9026029964
627,1404356.854323209
628,1253078.711314165
629,1429375.1592868117
630,1282553.0472157646
631,1137601.3858303584
632,1155579.7443748214
633,1443081.4944536246
634,1299319.229793862
635,1160514.4205407945
636,1320122.0836137414
637,1070091.1294567075
638,1220330.4234836025
639,1331357.422917547
640,1150853.7097549164
641,1234191.228629034
642,1092831.1659895573
643,1251940.933231988
644,1270743.533948681
645,1304255.1917590513
646,1430770.2854121125
647,966018.1420773872
648,1171432.2467377174
649,1122206.9294968513
650,1228866.3558822405
651,1051677.8098880968
652,1285852.8217332386
653,1231081.9941039544
654,1156236.4221990143
655,1178312.1723953378
656,1189936.8518269337
657,1333078.3865232617
658,1067719.9352591676
659,1030384.4663994972
660,1329410.935588817
661,1293040.579510108
662,1383301.0877890782
663,1503063.1914971329
664,1130771.7268071591
665,949954.9258419048
666,1240309.293693763
667,1206777.1727739724
668,965951.7354729752
669,1155952.051812337
670,1380270.6239643928
671,1146751.595710771
672,1114824.9058081163
673,1208569.2928781533
674,1224627.4308043867
675,1197235.8276243582
676,1237446.152809722
677,1478439.2488414478
678,1167571.0949153083
679,989455.9837365045
680,1163413.4538034538
681,1275957.908446099
682,1076680.4563015597
683,1239008.3358034382
684,1275332.9263579303
685,1182530.8806063242
686,1051053.2556776088
687,1102861.198219231
688,1099273.7132586718
689,1165762.8463998537
690,1077036.021205704
691,1271500.3757804828
692,1319706.2361499837
693,1241286.5005346094
694,1331029.0385751198
695,1026647.2267865284
696,1465968.3579902414
697,1320838.7218775842
698,1136198.9699328488
699,1210291.904417846
700,1299115.8371165036
701,1485141.0057953314
702,1170597.7230915446
703,1248293.583941031
704,1165683.7699370305
705,1130894.3268202802
706,980544.3648778384
707,1104208.8823827517
708,1045952.052142218
709,1200260.897105559
710,1004151.8836341212
711,1176426.1112491742
712,989583.537264292
713,942579.776798506
714,1195886.204396243
715,1119963.3726943429
716,1067178.0026844938
717,974363.912861566
718,1278836.6956187766
719,1080881.9887083047
720,1368313.8320467095
721,1242243.8458854302
722,1048206.161290888
723,1090859.2401028052
724,1146345.9975321998
725,1037194.5949706958
726,1303650.5924425735
727,1292893.4157775806
728,1532618.747100901
729,1434895.1171057266
730,929920.86238145
731,1431913.7457266813
732,1216421.8738268104
733,1270805.7931354826
734,935219.6501092348
735,1184749.1732195388
736,1067834.947312032
737,1421448.6977510334
738,1270143.153974533
739,1381555.3774970442
740,1227958.9602944453
741,1210653.2142401305
742,1308974.6743334767
743,965636.7106220592
744,1233108.5896404162
745,1278092.621445213
746,1111660.1456261403
747,1287334.231398794
748,1162246.9377212878
749,1499680.8996171444
750,1124816.2344497032
751,1203256.1780264066
752,1112683.6683161678
753,959070.817945817
754,887873.0653981183
755,955967.5381641086
756,1340837.53857227
757,1103728.8926126906
758,1310125.775782782
759,1019333.97356263
760,1116199.6823324892
761,1228210.2072853222
762,1162096.2619593726
763,1411312.1450195345
764,1316472.0865628333
765,1339575.8710521592
766,1065145.2627678115
767,1191383.947923787
768,1297406.0908934486
769,1095863.2972735232
770,1417535.950231302
771,1110796.2121587791
772,1130103.185290363
773,1149980.4003744663
774,1325150.4760283
775,974755.6742849492
776,1062333.095112893
777,1237455.3168722943
778,1208053.898991723
779,1245069.8961159696
780,1207602.40288448
781,1317627.3543911334
782,1368632.7341277022
783,946070.6045965428
784,1409179.1441373257
785,1118616.2019017434
786,1459678.5418709477
787,1245413.5671762426
788,1106762.0056175452
789,951981.0611053404
790,1130093.9740698235
791,1091947.9724077524
792,1459060.2712084486
793,1431539.0584364282
794,1279565.9784753935
795,1517393.9357756989
796,1385635.5239284034
797,991074.717777372
798,1111386.520211409
799,1093525.4154471343
800,1205546.2255375343
801,1137139.9559920672
802,1296836.5557016707
803,1353672.8315096004
804,1211823.9516315316
805,1227739.6796703532
806,1152119.0930166764
807,1133354.647108565
808,1135912.394695554
809,1426010.3955183593
810,1026253.0367688844
811,1074190.3803760926
812,1202961.1502858372
813,1278664.5309560238
814,1383173.1817632082
815,1178241.746784441
816,1124007.8549918693
817,1382891.6736355748
818,1233922.8724782174
819,1303359.2882422828
820,1132247.1271335362
821,1507283.197193093
822,1451721.597909958
823,1126349.924019955
824,1190790.9408247313
825,1403060.4688271454
826,984261.6394845358
827,1034148.3238891338
828,962081.9725469731
829,1266805.650405498
830,1250608.595629106
831,1184003.2757482205
832,1105883.139024831
833,1256666.6526902113
834,1407339.7221890702
835,1234798.8482990814
836,1144568.2007024111
837,1259059.7551597515
838,1251389.0763869989
839,980354.5617067636
840,1370639.6463406498
841,1302403.4228145024
842,1309247.7687647715
843,1060364.989115456
844,1240522.6933375166
845,1110111.4292257936
846,1287627.551365007
847,1094605.837854603
848,1281006.4819144567
849,1196242.7740716478
850,1158835.1925423204
851,1416861.867414148
852,1062624.565846789
853,1080825.195622441
854,1251681.5049787874
855,1338563.3038593456
856,1142758.8928210784
857,1212049.5549085564
858,1378274.1430101984
859,1231360.4239548033
860,1527920.6635200048
861,1232277.6439803937
862,1315754.784774141
863,1033733.9003119704
864,1349929.4033679664
865,1272545.2707575313
866,1067783.4333780478
867,1156259.2083785152
868,1266100.2058634723
869,953920.3000895614
870,967407.79315674
871,1146299.1556915292
872,1064743.8853953157
873,1320830.8500719848
874,1271934.139755711
875,1097644.488690551
876,1036643.0684198196
877,1367794.726659716
878,1345581.5626677356
879,1059515.4229449024
880,1182597.5470647824
881,1064382.4186116145
882,1254923.0092686357
883,1034424.572497229
884,1228590.4980249463
885,918008.1081097669
886,1396269.5607379265
887,993691.7403567357
888,965700.6090643028
889,1315108.8055435994
890,1124576.9311765798
891,1452418.2873372205
892,982703.4389076892
893,1102253.4257835306
894,1309816.354595329
895,1163488.43529408
896,1332569.8951053384
897,1050302.3486231598
898,996531.7308431454
899,1265492.9439913195
900,1030455.1129239488
901,1339083.480173031
902,1257082.057974087
903,1412178.791960138
904,1478836.0938596537
905,1147247.7883263456
906,1198122.7352379384
907,1075523.8239842688
908,1181207.1926633455
909,1030331.371638443
910,1267132.5411975123
911,1225065.662628404
912,1241440.5968278423
913,1208429.2129116473
914,1025006.348899724
915,1182978.005272315
916,1226027.0288434052
917,1329520.5962103088
918,1370022.583239317
919,1277272.1341645424
920,1036054.1912517844
921,1192289.7635427285
922,1134305.718515937
923,1312111.809684625
924,1044976.845821551
85,1111570.107529035
86,981213.3990171456
87,1277629.4323436415
88,1415637.0205165138
89,1375260.4777482664
90,1083266.1769892846
91,1258830.4600670778
92,1387672.40868682
93,1498353.647508881
94,1236747.1536496463
95,1318860.8284723917
96,1195185.4108330277
97,1507701.4063935054
98,924928.0121537076
99,1114019.719101192
100,1166294.250443119
101,1463425.0003988123
102,1263135.6733374423
103,1249520.5624969455
104,1208499.343094001
105,1264141.2916316164
106,1189514.8053172273
107,1277640.3040489613
108,1234206.591533553
109,1136843.714872236
110,1163046.5719737357
111,1223009.952008825
112,1047057.807468456
113,1155937.7384334134
114,1243100.4416359733
115,1255713.2222206593
116,1243235.7369759325
117,1216061.2898487053
118,965388.3685001774
119,1391442.6088448092
120,1282927.2003472813
121,1090992.0672860856
122,1158776.7997879512
123,946524.1725154708
124,1156610.4209190386
125,1363587.7968400132
126,1098120.6351132714
127,1100388.8367312436
128,939575.4599138875
129,916619.18752509
130,1217325.707965778
131,1271512.3278964122
132,1109440.4873173465
133,1391431.4580177064
134,1294001.0113137153
135,1419514.8314339588
136,1308711.9630513764
137,1073331.8406256544
138,1284305.279910241
139,1396873.2725421523
140,1206443.0602891438
141,1368849.958530066
142,1168995.6951654856
143,1490754.6347850356
144,1130074.6913346548
145,1151243.1035947686
146,1087864.7641295074
147,1259872.2869817773
148,1278060.3956563063
149,1161839.0554772816
150,1025851.3725683588
151,1108319.3557139155
152,1232724.456159584
153,1038193.8834357248
154,1411734.2577639786
155,1193474.4265111517
156,1035783.3800765052
157,1375579.31477703
158,1108558.3242122885
159,1242720.809838407
160,1297371.8112498086
161,1194662.8122481273
162,1215758.5997188278
163,1063700.7505843642
164,1146002.3726921608
165,1277574.2359136168
166,1031190.0702221252
167,1358490.7992023744
168,1324136.3325047884
925,1279146.4478583336
926,1262476.61568523
927,978264.2708311277
928,1235536.2028644213
929,1184353.993420798
930,1228233.653298359
931,1054285.5209058677
932,967633.2051142962
933,1115699.2881058636
934,1275059.1691797464
935,1099687.430860826
936,1213631.5764843237
937,1271754.149360352
938,1069231.3949166872
939,1004261.1708444486
940,1316798.080575492
941,1148897.608735211
942,1110932.1207222436
943,1150074.5012797983
944,1003844.4108699404
945,1119730.9057784104
946,1253968.538101128
947,1136454.6060348633
948,1021661.3090576736
949,1274624.9835826843
950,974063.3004269624
951,1020233.67021423
952,1222893.9674621704
953,1105163.1932875572
954,1264700.29470885
955,1320274.7990465015
956,1151450.5742248036
957,1142780.8068143502
958,963484.9510493756
959,1236256.8971128946
960,1261246.3147300472
961,1369493.4703316572
962,1241137.8003445868
963,1564106.3532009446
964,1237433.4079997055
965,1206582.4004960952
966,1150347.9192477928
967,1351533.5818944613
968,1521600.38192202
969,1241502.523339911
970,1250100.4788219845
971,1008107.6671910305
972,1229647.85108339
973,1404317.3406728632
974,1309974.2509618693
975,1324859.3578839058
976,1206285.7303109332
977,1150015.292228632
978,1176401.308269106
979,1290397.0056103764
980,891970.6141655842
981,1264460.1556997926
982,1460372.9949471632
983,1107125.5949971653
984,1241404.5880153277
985,1319309.110815422
986,1076823.782409846
987,1167059.4413952534
988,1074923.7833533257
989,1242625.296131081
990,985294.5287335268
991,1298890.987877992
992,1115066.8734507803
993,1383600.0752272033
994,1094957.092303557
995,1472193.0756463085
996,1144467.4486274496
997,1179722.2345245194
998,1288905.3384360052
999,1049786.1250473182
1000,1162489.2749094649
