iteration,crudeOil,HVC,CHP,LTH,MTH,HTH,DH,SpaceHeating,rawBiogas,syngas,coal
121,-397.7019808,-450.3633232,0,0,0,0,0,0,-7.58E-05,0,0
122,-668.029151,-66.00553222,-1.16E-05,-2.19E-05,0,-1.01E-05,0,0,-0.00016253,0,0
123,-69.55307992,-0.000176033,-0.000387793,-0.000573948,-3.54E-05,-71.64571639,-4.34E-05,0,-8.1128424,-0.000327797,-0.00033046
124,-364.1048388,-190.4451822,-0.00012816,-0.000390041,-1.91E-05,-169.5816174,-4.23E-05,0,-1.191349817,-1.13E-05,-0.000504191
125,-353.8013448,-449.3950208,0,-0.065225684,0,-158.2575248,0,0,-15.47363855,0,0
126,-383.9615579,-503.7311604,0,0,0,0,0,0,-0.000272537,0,0
127,-331.140817,-18.6472213,-3.67E-05,-0.088429633,0,-192.3010395,-2.53E-05,-25.19536454,-13.76114189,0,-0.000125058
128,-34.2846796,-21.92666452,-0.000173523,-0.0127761,0,-323.4259625,-4.33E-05,-155.469432,-2.032282429,0,-40.62817932
129,-348.8217844,-361.8695655,-2.17E-05,-0.000395264,0,-86.94547561,0,-23.61544429,-1.821689947,0,-0.00011332
130,-322.8913617,-454.3983455,0,0,0,0,0,0,-2.65E-05,0,0
131,-380.0937476,-510.3467971,0,0,0,0,0,0,-0.000146166,0,0
132,-806.7216197,-12.041915,0,0,0,0,0,0,-2.52E-05,0,0
133,-273.3747715,-491.487239,0,0,0,0,0,0,-0.000167511,0,0
134,-812.4308458,-183.0665998,-2.20E-05,-3.56E-05,0,-0.000124157,0,0,-0.000414668,0,-0.000268494
135,-322.4362726,-417.8869197,0,0,0,0,0,0,-3.18E-05,0,0
136,-38.53628552,-278.8956462,0,-0.108385052,0,-287.0314023,0,-15.1208869,-83.1535389,0,-6.79E-05
137,-373.4905995,-74.40464431,-2.77E-05,-0.000197457,0,-221.7879788,0,-0.465791332,-0.000632584,0,-0.000154901
138,-367.8230081,-293.4186856,-0.000154353,-0.000282617,0,-84.42606575,-1.19E-05,0,-0.000952858,0,-0.000111769
139,-360.1635023,-433.7892098,-0.000143086,-0.000325091,-2.78E-05,-0.000631311,-4.86E-05,0,-0.001130089,-3.20E-05,-2.78E-05
140,-403.9723361,-374.8295196,0,0,0,0,0,0,-6.62E-05,0,0
141,-319.4018857,-349.8055177,0,-2.27E-05,0,-4.79E-05,0,0,-0.000354363,0,0
142,-347.4480548,-408.525117,0,0,0,0,0,0,-4.08E-05,0,0
143,-310.2443031,-363.8481545,0,0,0,0,0,0,-0.00023409,0,0
144,-370.2388895,-467.2024219,0,-1.26E-05,0,0,0,0,-0.000297507,0,0
145,-300.1845052,-554.2411417,-1.05E-05,-0.000160009,-1.04E-05,-0.001344963,0,0,-0.001423792,0,-1.26E-05
146,-358.4026024,-520.5139416,0,0,0,0,0,0,-0.000134623,0,0
147,-351.2597895,-474.0839251,-1.00E-05,-1.01E-05,0,0,0,0,-0.0001419,0,0
148,-372.6344964,-557.5615256,-5.61E-05,-0.00012171,0,-3.723109304,0,0,-0.00115677,0,-3.60E-05
149,-398.4659209,-561.8699477,0,0,0,0,0,0,-1.09E-05,0,0
150,-170.7233459,-0.000163934,-0.000218111,-0.049427388,-0.000696755,-424.9099868,-2.79E-05,-7.104516833,-29.07166512,-7.07E-05,-0.000604058
151,-381.8206125,-410.2123005,0,0,0,0,0,0,-0.000156474,0,0
152,-308.7111761,-510.0323617,0,0,0,0,0,0,-9.09E-05,0,0
153,-205.7837108,-381.7229726,-0.00016365,-0.000838779,-2.37E-05,-118.0733087,-2.76E-05,-86.48056473,-45.07115803,-1.05E-05,-0.00031408
154,-348.691215,-351.892936,0,0,0,0,0,0,-0.000245488,0,0
155,-324.9888219,-441.643874,0,0,0,0,0,0,-0.000142395,0,0
156,-200.0454304,-0.000612161,-0.000669673,-0.001137656,-0.000253627,-218.6597378,-7.51E-05,-91.20566378,-4.038297867,-0.00032823,-0.0013005
157,-430.9284704,-338.9205847,0,0,0,0,0,0,-0.000113508,0,0
158,-406.6228628,-406.2498117,0,0,0,0,0,0,-0.000183969,0,0
159,-342.5589457,-558.2322125,0,0,0,0,0,0,-0.000132887,0,0
160,-337.442276,-540.9362984,0,0,0,0,0,0,-0.000127367,0,0
161,-288.7948632,-493.30214,-3.16E-05,-0.000185313,0,-0.000255909,0,0,-0.000825507,0,-3.95E-05
162,-293.3796073,-335.1137623,-0.00026606,-0.000387094,-5.07E-05,-168.1105301,-0.000740942,-0.111765999,-4.58529164,-0.000151749,-0.000728842
163,-180.2854658,-101.7170175,-5.84E-05,-0.196458688,-1.22E-05,-387.4627211,0,-43.69518029,-22.93340123,-4.53E-05,-0.000638426
164,-161.0520735,-43.49323535,-0.000165176,-0.058029321,-3.45E-05,-244.8306783,-8.64E-05,-39.63814094,-24.56636322,-6.59E-05,-0.000183059
165,-336.4138635,-509.8966151,0,-0.064627789,-0.009525656,-48.18522567,-1.26E-05,0,-20.58683944,0,0
166,-399.9661396,-486.2059073,0,-2.18E-05,0,0,0,0,-0.000329422,0,0
167,-445.9512665,-559.009067,-1.10E-05,-2.53E-05,0,0,0,0,-0.000339557,0,-2.30E-05
168,-454.4580391,-343.1587982,0,-1.08E-05,0,0,0,0,-0.000176274,0,0
169,-234.8177411,-426.7574381,-2.14E-05,-0.10161347,-1.05E-05,-140.8327195,-2.28E-05,-11.10931233,-9.76339826,-7.63E-05,-0.000228018
170,-639.890645,-248.1432166,0,0,0,-1.13E-05,0,0,-5.52E-05,0,0
171,-368.7721163,-576.2290533,0,0,0,0,0,0,-2.99E-05,0,0
172,-325.5023758,-488.6991589,0,0,0,0,0,0,-7.75E-05,0,0
173,-428.7671147,-508.8651295,0,0,0,0,0,0,-7.53E-05,0,0
174,-406.8086472,-335.0007158,0,0,0,0,0,0,-1.12E-05,0,0
175,-280.9503683,-159.4240344,-3.52E-05,-0.022403778,0,-259.4064018,0,0,-15.51381123,0,-2.87E-05
176,-367.5887667,-533.0284441,-1.02E-05,-9.08E-05,0,-0.061511725,0,0,-0.001391496,-3.53E-05,-3.63E-05
177,-297.0266752,-431.1688158,0,0,0,-4.408350021,0,0,-9.57E-05,0,0
178,-398.7042415,-614.6555032,0,0,0,0,0,0,-1.27E-05,0,0
179,-336.9254648,-535.2564965,0,0,0,0,0,0,-0.000216613,0,0
180,-320.8254403,-428.8032504,0,-6.97E-05,0,-0.000197735,0,0,-0.000579973,0,0
181,-130.0078629,-0.000646571,-0.000428199,-0.058529963,-0.000117796,-333.9142903,-0.000356024,-2.490316685,-26.64981602,-0.000168745,-0.00228769
182,-191.0058746,-132.7527505,-0.000119377,-0.020318934,-2.75E-05,-239.3126167,-3.79E-05,-51.25189986,-22.39664721,-8.58E-05,-0.000407566
183,-810.9523193,-8.56E-05,0,0,0,0,0,0,-7.32E-05,0,0
184,-379.7137675,-382.2390934,0,0,0,0,0,0,-0.000101716,0,0
185,-340.9262092,-603.8702882,0,0,0,0,0,0,-0.000123564,0,0
186,-333.593424,-583.3111439,0,0,0,0,0,0,-0.000165705,0,0
187,-647.3762444,-181.2049636,0,0,0,0,0,0,-7.94E-05,0,0
188,-359.2904412,-432.4986736,0,0,0,0,0,0,-4.13E-05,0,0
189,-361.9401704,-477.6196779,0,0,0,-3.16E-05,0,0,-0.0002379,0,0
190,-311.5309796,-529.2918946,0,0,0,0,0,0,-5.19E-05,0,0
191,-395.1166751,-549.5524768,0,-1.19E-05,0,0,0,0,-0.000276176,0,0
192,-321.7237158,-486.240315,-0.000198738,-0.000395053,-2.51E-05,-0.002781122,-0.000108649,0,-0.002072876,-7.14E-05,-8.67E-05
