timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
30th < 2040,EU < DE < de < 37DE,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00010415254383992821,one node
30th < 2040,EU < DK < dk_e < 72DK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0004890097740779882,one node
30th < 2040,EU < DK < dk_w < 38DK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.003293384345195739,one node
30th < 2040,EU < EE < ee < 73EE,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0006115526969832518,one node
30th < 2040,EU < ES < es < 01ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,8.70834188391114e-5,one node
30th < 2040,EU < ES < es < 02ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00037146296359117655,one node
30th < 2040,EU < ES < es < 03ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00024655890753517713,one node
30th < 2040,EU < ES < es < 04ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00033449577856630884,one node
30th < 2040,EU < ES < es < 05ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00048017556562143457,one node
30th < 2040,EU < ES < es < 06ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,779.6521594841187,one node
30th < 2040,EU < ES < es < 07ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.009726870123530072,one node
30th < 2040,EU < ES < es < 08ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00012047761244847138,one node
30th < 2040,EU < ES < es < 09ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,1510.5699092898449,one node
30th < 2040,EU < ES < es < 10ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,1700.3160278850114,one node
30th < 2040,EU < ES < es < 11ES,none,none,wind < onshore < onshore_c,none,none,costExpConv,3348.271787327952,one node
30th < 2040,EU < FI < fi < 74FI,none,none,wind < onshore < onshore_c,none,none,costExpConv,1850.2429955922362,one node
30th < 2040,EU < FI < fi < 75FI,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0002147786002122192,one node
30th < 2040,EU < FR < fr < 14FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.885716945081164e-5,one node
30th < 2040,EU < FR < fr < 15FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0001482542607647249,one node
30th < 2040,EU < FR < fr < 16FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,601.6724232725045,one node
30th < 2040,EU < FR < fr < 17FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0002297607159380932,one node
30th < 2040,EU < FR < fr < 18FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.798986746187134e-5,one node
30th < 2040,EU < FR < fr < 19FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,561.8207270248288,one node
30th < 2040,EU < FR < fr < 20FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,735.1799464126739,one node
30th < 2040,EU < FR < fr < 21FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00027524006314734727,one node
30th < 2040,EU < FR < fr < 22FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.000700405753245568,one node
30th < 2040,EU < FR < fr < 23FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0001749940670224192,one node
30th < 2040,EU < FR < fr < 24FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0002038750121350858,one node
30th < 2040,EU < FR < fr < 25FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00020261154971533386,one node
30th < 2040,EU < FR < fr < 26FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00014519065743813611,one node
30th < 2040,EU < FR < fr < 27FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0001464740853199572,one node
30th < 2040,EU < FR < fr_co < 99FR,none,none,wind < onshore < onshore_c,none,none,costExpConv,53.134334806969264,one node
30th < 2040,EU < GR < gr < 68GR,none,none,wind < onshore < onshore_c,none,none,costExpConv,1438.73039081997,one node
30th < 2040,EU < GR < gr < 69GR,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0011632471617593607,one node
30th < 2040,EU < HR < hr < 62HR,none,none,wind < onshore < onshore_c,none,none,costExpConv,1019.3522528318912,one node
30th < 2040,EU < HU < hu < 58HU,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.001431373368824508,one node
30th < 2040,EU < IE < ie < 96IE,none,none,wind < onshore < onshore_c,none,none,costExpConv,434.5854346537659,one node
30th < 2040,EU < IT < it_cn < 53IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0016698854730159746,one node
30th < 2040,EU < IT < it_cs < 54IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,766.6472850353717,one node
30th < 2040,EU < IT < it_n < 52IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0007292941378541728,one node
30th < 2040,EU < IT < it_s < 55IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.613252487416551e-5,one node
30th < 2040,EU < IT < it_sar < 98IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.004949375355583898,one node
30th < 2040,EU < IT < it_sic < 56IT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.015239073250413604,one node
30th < 2040,EU < LT < lt < 77LT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0009843020312465818,one node
30th < 2040,EU < LU < lu < 29LU,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00016203503211211816,one node
30th < 2040,EU < LV < lv < 78LV,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0007711029979029012,one node
30th < 2040,EU < NL < nl < 30NL,none,none,wind < onshore < onshore_c,none,none,costExpConv,200.01568094972004,one node
30th < 2040,EU < PL < pl < 41PL,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0004381908090578583,one node
30th < 2040,EU < PL < pl < 42PL,none,none,wind < onshore < onshore_c,none,none,costExpConv,1292.4078308149242,one node
30th < 2040,EU < PL < pl < 43PL,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.183361305717493e-5,one node
30th < 2040,EU < PL < pl < 44PL,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00027754415581475537,one node
30th < 2040,EU < PL < pl < 45PL,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0006540025703215209,one node
30th < 2040,EU < PT < pt < 12PT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00019360442452373035,one node
30th < 2040,EU < PT < pt < 13PT,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0004305654694362198,one node
30th < 2040,EU < RO < ro < 59RO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0009238030484311873,one node
30th < 2040,EU < RO < ro < 60RO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00034592741295260906,one node
30th < 2040,EU < RO < ro < 61RO,none,none,wind < onshore < onshore_c,none,none,costExpConv,1346.3158359157894,one node
30th < 2040,EU < SE < se_1 < 86SE,none,none,wind < onshore < onshore_c,none,none,costExpConv,1270.2360745445956,one node
30th < 2040,EU < SE < se_2 < 87SE,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00032042251043260157,one node
30th < 2040,EU < SE < se_3 < 88SE,none,none,wind < onshore < onshore_c,none,none,costExpConv,1309.6547301452854,one node
30th < 2040,EU < SE < se_4 < 89SE,none,none,wind < onshore < onshore_c,none,none,costExpConv,72.81803333085196,one node
30th < 2040,EU < SI < si < 57SI,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0010251602306327547,one node
30th < 2040,EU < SK < sk < 46SK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00022131371501527675,one node
30th < 2040,nonEU < AL < al < 70AL,none,none,wind < onshore < onshore_c,none,none,costExpConv,99.7237041255095,one node
30th < 2040,nonEU < BA < ba < 63BA,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0006107627737148412,one node
30th < 2040,nonEU < CH < ch < 47CH,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00023652395771212286,one node
30th < 2040,nonEU < CH < ch < 48CH,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00025226581444472965,one node
30th < 2040,nonEU < ME < me < 64ME,none,none,wind < onshore < onshore_c,none,none,costExpConv,8.220609669378485e-5,one node
30th < 2040,nonEU < MK < mk < 67MK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00027824168940216294,one node
30th < 2040,nonEU < NO < no_m < 83NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00011306078662201394,one node
30th < 2040,nonEU < NO < no_n < 84NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,335.7334615135422,one node
30th < 2040,nonEU < NO < no_n < 85NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,193.29917938019204,one node
30th < 2040,nonEU < NO < no_s < 79NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00144791957465694,one node
30th < 2040,nonEU < NO < no_s < 80NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00010084063050969485,one node
30th < 2040,nonEU < NO < no_s < 81NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.667366794589585e-5,one node
30th < 2040,nonEU < NO < no_s < 82NO,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00010481886950813124,one node
30th < 2040,nonEU < RS < rs < 65RS,none,none,wind < onshore < onshore_c,none,none,costExpConv,9.220883943175121e-5,one node
30th < 2040,nonEU < UK < ni < 95UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,21.026846770368714,one node
30th < 2040,nonEU < UK < uk < 90UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0001616500099331296,one node
30th < 2040,nonEU < UK < uk < 91UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0005258089858273313,one node
30th < 2040,nonEU < UK < uk < 92UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.00019384155558811787,one node
30th < 2040,nonEU < UK < uk < 93UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,367.72806419714385,one node
30th < 2040,nonEU < UK < uk < 94UK,none,none,wind < onshore < onshore_c,none,none,costExpConv,0.0001597651504845612,one node
30th < 2040,EU,none,none,engine < engineProLow < bioGasEngineProLowCC,none,none,costExpConv,3.0238459853315827e-5,one node
30th < 2040,nonEU,none,none,engine < engineProLow < bioGasEngineProLowCC,none,none,costExpConv,2.9470978649893855e-5,one node
30th < 2040,EU < AT < at < 49AT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.110447002420205e-5,one node
30th < 2040,EU < AT < at < 50AT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.9724376459123674e-5,one node
30th < 2040,EU < AT < at < 51AT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.630767492406544e-5,one node
30th < 2040,EU < BE < be < 28BE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.707457638579539e-5,one node
30th < 2040,EU < BG < bg < 66BG,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,7.628032403145985e-5,one node
30th < 2040,EU < CZ < cz < 39CZ,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.8224369942905205e-5,one node
30th < 2040,EU < CZ < cz < 40CZ,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.3858975776893096e-5,one node
30th < 2040,EU < DE < de < 31DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.231626926192088e-5,one node
30th < 2040,EU < DE < de < 32DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.306655333114067e-5,one node
30th < 2040,EU < DE < de < 33DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.8685591413793596e-5,one node
30th < 2040,EU < DE < de < 34DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.0972617417142654e-5,one node
30th < 2040,EU < DE < de < 35DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.374995320683201e-5,one node
30th < 2040,EU < DE < de < 36DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.546183231681167e-5,one node
30th < 2040,EU < DE < de < 37DE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.564595628483459e-5,one node
30th < 2040,EU < DK < dk_e < 72DK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.345487128557277e-5,one node
30th < 2040,EU < DK < dk_w < 38DK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.7543664391853005e-5,one node
30th < 2040,EU < EE < ee < 73EE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.2446497260578e-5,one node
30th < 2040,EU < ES < es < 01ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00011414581136634676,one node
30th < 2040,EU < ES < es < 02ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,9.220400656451846e-5,one node
30th < 2040,EU < ES < es < 03ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00011546954480196469,one node
30th < 2040,EU < ES < es < 04ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00031082339669351165,one node
30th < 2040,EU < ES < es < 05ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00018501903785121947,one node
30th < 2040,EU < ES < es < 06ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00016506441710242994,one node
30th < 2040,EU < ES < es < 07ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.0002894278711548669,one node
30th < 2040,EU < ES < es < 08ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00026819878479888607,one node
30th < 2040,EU < ES < es < 09ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.0003390707526153844,one node
30th < 2040,EU < ES < es < 10ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00027506041592341874,one node
30th < 2040,EU < ES < es < 11ES,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.0003528380205836851,one node
30th < 2040,EU < FI < fi < 74FI,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.1460766735164787e-5,one node
30th < 2040,EU < FI < fi < 75FI,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.120418842958608e-5,one node
30th < 2040,EU < FR < fr < 14FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.6696903510463644e-5,one node
30th < 2040,EU < FR < fr < 15FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.265972492932106e-5,one node
30th < 2040,EU < FR < fr < 16FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.7487516162176836e-5,one node
30th < 2040,EU < FR < fr < 17FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.3204676825291214e-5,one node
30th < 2040,EU < FR < fr < 18FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.897094698843666e-5,one node
30th < 2040,EU < FR < fr < 19FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.215592835873749e-5,one node
30th < 2040,EU < FR < fr < 20FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.014659479597157e-5,one node
30th < 2040,EU < FR < fr < 21FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.9198701233648566e-5,one node
30th < 2040,EU < FR < fr < 22FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.550125147959043e-5,one node
30th < 2040,EU < FR < fr < 23FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.8560182979268086e-5,one node
30th < 2040,EU < FR < fr < 24FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.8645333638246316e-5,one node
30th < 2040,EU < FR < fr < 25FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.3467734880313695e-5,one node
30th < 2040,EU < FR < fr < 26FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.296844048250888e-5,one node
30th < 2040,EU < FR < fr < 27FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.5565263373133634e-5,one node
30th < 2040,EU < FR < fr_co < 99FR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,7.635208235292497e-5,one node
30th < 2040,EU < GR < gr < 68GR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00011274467440497733,one node
30th < 2040,EU < GR < gr < 69GR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.0001306046901960265,one node
30th < 2040,EU < HR < hr < 62HR,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.944536928964512e-5,one node
30th < 2040,EU < HU < hu < 58HU,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.5661250111715907e-5,one node
30th < 2040,EU < IE < ie < 96IE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.055307088393666e-5,one node
30th < 2040,EU < IT < it_cn < 53IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.8456845992826246e-5,one node
30th < 2040,EU < IT < it_cs < 54IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.936908151866086e-5,one node
30th < 2040,EU < IT < it_n < 52IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.340212147142119e-5,one node
30th < 2040,EU < IT < it_s < 55IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,7.180976421759183e-5,one node
30th < 2040,EU < IT < it_sar < 98IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,7.759795495325021e-5,one node
30th < 2040,EU < IT < it_sic < 56IT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,9.430884807072076e-5,one node
30th < 2040,EU < LT < lt < 77LT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.820823161016796e-5,one node
30th < 2040,EU < LU < lu < 29LU,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.7198669704221e-5,one node
30th < 2040,EU < LV < lv < 78LV,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.422596207883701e-5,one node
30th < 2040,EU < NL < nl < 30NL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.773596718537063e-5,one node
30th < 2040,EU < PL < pl < 41PL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.8211902831314155e-5,one node
30th < 2040,EU < PL < pl < 42PL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.877751222691155e-5,one node
30th < 2040,EU < PL < pl < 43PL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.823224144363756e-5,one node
30th < 2040,EU < PL < pl < 44PL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.670047904486695e-5,one node
30th < 2040,EU < PL < pl < 45PL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.581886582819378e-5,one node
30th < 2040,EU < PT < pt < 12PT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00015931654016722915,one node
30th < 2040,EU < PT < pt < 13PT,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00037001994115156507,one node
30th < 2040,EU < RO < ro < 59RO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00011250193553840015,one node
30th < 2040,EU < RO < ro < 60RO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.00013413321429869062,one node
30th < 2040,EU < RO < ro < 61RO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,0.0001485764814424225,one node
30th < 2040,EU < SE < se_1 < 86SE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.2514663837839944e-5,one node
30th < 2040,EU < SE < se_2 < 87SE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.476788659744472e-5,one node
30th < 2040,EU < SE < se_3 < 88SE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.341028358305848e-5,one node
30th < 2040,EU < SE < se_4 < 89SE,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.2922890460721076e-5,one node
30th < 2040,EU < SI < si < 57SI,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.794409406796224e-5,one node
30th < 2040,EU < SK < sk < 46SK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.8043510912949027e-5,one node
30th < 2040,nonEU < AL < al < 70AL,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,8.642535945119768e-5,one node
30th < 2040,nonEU < BA < ba < 63BA,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,9.256526771264982e-5,one node
30th < 2040,nonEU < CH < ch < 47CH,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.6088513378769356e-5,one node
30th < 2040,nonEU < CH < ch < 48CH,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.3897910179645346e-5,one node
30th < 2040,nonEU < ME < me < 64ME,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,8.276029727509694e-5,one node
30th < 2040,nonEU < MK < mk < 67MK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,9.374478954708604e-5,one node
30th < 2040,nonEU < NO < no_m < 83NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.912902509817143e-5,one node
30th < 2040,nonEU < NO < no_n < 84NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.367356135763729e-5,one node
30th < 2040,nonEU < NO < no_n < 85NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,3.4268387738070226e-5,one node
30th < 2040,nonEU < NO < no_s < 79NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.28466988839284e-5,one node
30th < 2040,nonEU < NO < no_s < 80NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.1051707024292367e-5,one node
30th < 2040,nonEU < NO < no_s < 81NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.704639977511386e-5,one node
30th < 2040,nonEU < NO < no_s < 82NO,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.007207254664435e-5,one node
30th < 2040,nonEU < RS < rs < 65RS,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,9.189690110670137e-5,one node
30th < 2040,nonEU < UK < ni < 95UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.8070627884332965e-5,one node
30th < 2040,nonEU < UK < uk < 90UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,6.409129786498827e-5,one node
30th < 2040,nonEU < UK < uk < 91UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.9343360104232e-5,one node
30th < 2040,nonEU < UK < uk < 92UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.992826947627105e-5,one node
30th < 2040,nonEU < UK < uk < 93UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,5.1136475789581466e-5,one node
30th < 2040,nonEU < UK < uk < 94UK,none,none,solar < rooftopResi_a < pvResi_a,none,none,costExpConv,4.172292851904677e-5,one node
30th < 2040,EU,none,none,transport < bev < bevFrtRoadLight,none,none,costExpConv,41981.19543976527,one node
30th < 2040,nonEU,none,none,transport < bev < bevFrtRoadLight,none,none,costExpConv,6015.925570201431,one node
30th < 2040,EU,none,none,chemConversion < gasToHvc,none,none,costExpConv,0.0005376521737094519,one node
30th < 2040,nonEU,none,none,chemConversion < gasToHvc,none,none,costExpConv,0.0003852888009159817,one node
30th < 2040,EU,none,none,proHeat < wasteBoilerPro < wasteBoilerProHighCC,none,none,costExpConv,3.215334672100301e-5,one node
30th < 2040,nonEU,none,none,proHeat < wasteBoilerPro < wasteBoilerProHighCC,none,none,costExpConv,3.0078830282526e-5,one node
30th < 2040,EU,none,none,proHeat < bioGasBoilerPro < bioBoilerProLow,none,none,costExpConv,1.4180998673330478e-5,one node
30th < 2040,nonEU,none,none,proHeat < bioGasBoilerPro < bioBoilerProLow,none,none,costExpConv,1.417690561752722e-5,one node
30th < 2040,EU,none,none,fossil < oil < oilPlantCC,none,none,costExpConv,1.4019033327282061e-5,one node
30th < 2040,nonEU,none,none,fossil < oil < oilPlantCC,none,none,costExpConv,1.3990098161497441e-5,one node
30th < 2040,EU,none,none,powerToX < electrolysis < pemElectrolysis,none,none,costExpConv,0.0001330287469477416,one node
30th < 2040,nonEU,none,none,powerToX < electrolysis < pemElectrolysis,none,none,costExpConv,0.0001242514306222706,one node
30th < 2040,EU,none,none,engine < enginePeak < methaneEnginePeakCC,none,none,costExpConv,1.6136292824860675e-5,one node
30th < 2040,nonEU,none,none,engine < enginePeak < methaneEnginePeakCC,none,none,costExpConv,1.5878739021581828e-5,one node
30th < 2040,EU < AT < at < 49AT,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00010107746908393356,one node
30th < 2040,EU < AT < at < 50AT,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00014174631788959005,one node
30th < 2040,EU < AT < at < 51AT,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0001344141427422454,one node
30th < 2040,EU < BE < be < 28BE,none,none,wind < onshore < onshore_a,none,none,costExpConv,1139.0903135067992,one node
30th < 2040,EU < BG < bg < 66BG,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00023740043545330606,one node
30th < 2040,EU < CZ < cz < 39CZ,none,none,wind < onshore < onshore_a,none,none,costExpConv,857.1203422318705,one node
30th < 2040,EU < CZ < cz < 40CZ,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0016638584527116107,one node
30th < 2040,EU < DE < de < 31DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0002600076462178338,one node
30th < 2040,EU < DE < de < 32DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00038748233729920026,one node
30th < 2040,EU < DE < de < 33DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00013871006158228542,one node
30th < 2040,EU < DE < de < 34DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0033166563792888766,one node
30th < 2040,EU < DE < de < 35DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00011680905983243455,one node
30th < 2040,EU < DE < de < 36DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,9.731075068721332e-5,one node
30th < 2040,EU < DE < de < 37DE,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00022455988704561645,one node
30th < 2040,EU < DK < dk_e < 72DK,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0022218540042803774,one node
30th < 2040,EU < DK < dk_w < 38DK,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0007117586703231807,one node
30th < 2040,EU < EE < ee < 73EE,none,none,wind < onshore < onshore_a,none,none,costExpConv,428.1446827732383,one node
30th < 2040,EU < ES < es < 01ES,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.0002320088544888851,one node
30th < 2040,EU < ES < es < 02ES,none,none,wind < onshore < onshore_a,none,none,costExpConv,1903.7605740005781,one node
30th < 2040,EU < ES < es < 03ES,none,none,wind < onshore < onshore_a,none,none,costExpConv,0.00012590170351430382,one node
30th < 2040,EU < ES < es < 04ES,none,none,wind < onshore < onshore_a,none,none,costExpConv,317.9046838473441,one node
30th < 2040,EU < ES < es < 05ES,none,none,wind < onshore < onshore_a,none,none,costExpConv,531.6442771639789,one node
