iteration,crudeOil,HVC,CHP,LTH,MTH,HTH,DH,SpaceHeating,rawBiogas,syngas,coal
338,-357.4024014231198,-450.8426746013462,0.0,-1.4243010404310621e-5,0.0,-1.2125237856215328e-5,0.0,0.0,-0.0002716033046654871,0.0,0.0
