carrier,refinery,oilPlant,dieselEnginePeak,dieselFrtRail,dieselFrtRoadHeavy,dieselFrtRoadLight,dieselPsngRail,dieselPsngRoadPub,ottoPsngRoadPrvt,avaAndNaviTech,oilBoilerDh,oilBoilerSpace,oilBoilerProHigh,oilBoilerProLow,oilBoilerProMed,Methanation,fischerTropsch,waterGasShift,chpSyngasDh,chpSyngasProLow,syngasEngineDh,syngasEngineProLow,syngasEngineProMed,pyrMethaneH2,ccgtGasDh,ccgtGasProMed,ocgtGas,ocgtGasChp,methaneEngineDh,methaneEngineProLow,methaneEngineProMed,methaneEnginePeak,cngPsngRoadPrvt,sofc,gasToHvc,stemMethaneReforming,methaneBoilerDh,methaneBoilerSpace,methaneBoilerProHigh,methaneBoilerProLow,methaneBoilerProMed,biogasUpgrade,ccgtH2Dh,ccgtH2ProMed,ocgtH2,fcevPsngRoadPrvt,fcFrtRail,fcFrtRoadHeavy,fcFrtRoadLight,fcPsngRail,fcPsngRoadPub,h2ToCrudeOil,h2ToMethane,pefc,haberBoschH2AmmoniaDh,haberBoschH2AmmoniaProLow,h2BoilerDh,h2BoilerProHigh,h2BoilerProLow,h2BoilerProMed
crudeOil,-4708.7099255157955,-3.593615677919706e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refinedOil,0.0,-0.00017733888658895988,0.0,0.0,0.0,0.0,0.0,0.0,-2713.933021011759,-806.85580190952,-15.077505929418933,-15.191215732011027,-5.000056241486405e-5,-0.11866869875039152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syngas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.274264012202996e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.579674959016877e-5,0.0,-0.00011255098118234277,-6.6754231592174e-5,-0.00016231039661964626,-0.00024248491195096188,-2.7051335807408253e-5,-1.9956295576157774e-5,0.0,-7.126376114690894e-5,0.0,0.0,-16.480385932003905,-4.037569957739176,-6.454488146386057e-5,-5.177585370538999e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0342856278233701e-5,-0.4701898711526661,-94.58035932006736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0684240904919104e-5,-213.87203491959352,0.0,-9.877069730124006,-525.0672269657314,-0.01604236907170266,0.0
