iteration,objectiveValue
232,1174123.7894623664
233,969407.407183381
234,1146815.208948827
235,928249.6948427464
237,1135630.409942089
238,1038139.0604480264
239,1156002.5465297103
240,1336407.435696899
241,1373727.8567254867
242,1343345.3500992523
243,1347238.9169333733
244,1207245.9771140565
245,1135976.9004853144
247,1394558.0276899985
248,1426849.7966244423
249,1326692.944915682
250,1226932.4319713663
251,1071682.8952278343
252,1341470.6380153485
253,1177369.2317299251
254,1181776.4586600582
255,891025.1578726808
256,1352808.2783136575
257,941201.7480583992
258,1105612.4145543592
259,1192783.258700424
260,1233811.2634742677
262,1506070.7708846128
263,1281947.9494649488
264,1484457.635392882
265,1329772.7922142444
266,1278874.9436433455
267,1254427.167655659
268,1251129.1548281563
270,1512532.516561715
271,1105871.359928725
272,1084534.659490351
273,1235894.2113569505
274,1244518.3991297234
275,1163994.46296055
276,1099197.5585755245
277,945159.7130172496
278,1238032.8439170092
279,1091542.2119727994
280,1077567.2862390557
281,1131583.7865502103
282,1117411.338271188
283,1320731.0722897917
285,1060054.8165050312
286,1341428.0248634475
287,1213604.7353646406
288,1109974.8826061874
289,1367413.563878531
290,1185949.8553755083
291,1070680.042450885
292,1294179.1846710003
293,1085230.1202258363
294,1088944.9415943702
295,1396604.4767321728
296,1083079.168110625
297,1001895.47493479
298,1271519.7469451409
299,1141720.1289895952
301,1283851.3395402443
302,1138390.3496155848
303,1145028.1161116953
304,1200493.631756644
305,1132721.027886656
306,1060334.986866441
307,1032169.03557531
308,1193849.2731578066
309,1172565.7049671602
310,915264.7008424574
311,1161725.8907187823
312,1184166.6905253655
313,1177927.4928308907
314,1311083.595642544
315,1350254.293794912
316,980442.4408946756
317,1261650.7980483836
318,1224473.4035862312
319,930357.4554874332
320,1080764.704965229
321,980422.1226448624
322,1365082.5891502537
323,1316437.6292055892
324,1465402.3958637307
325,1335118.9604300184
326,1091475.0811444668
327,1371035.5436339478
328,1325140.7870531708
329,1148997.002045088
330,1330905.5787156855
331,1223032.1203669617
333,1450278.2911789448
334,1246844.9826934885
335,980795.251959374
336,1286663.1876606478
337,1268613.280646434
338,1304710.294519545
339,1471202.0872924407
341,1393225.2573098475
342,1225537.6666538487
343,1310945.981153356
344,1286769.772134998
345,1332112.564190033
346,1092664.6344947412
347,1171863.565431083
348,1342917.095754767
349,1352426.4961125157
351,1404658.6228341402
352,1181087.800916735
353,1233158.0124884956
354,1140261.3234977657
355,1235260.6694771224
358,1197626.6273316585
360,1111851.737952893
361,921490.6768638552
362,1365786.5808199064
363,1139501.1959755009
364,1010842.0393062456
365,1023233.1440712046
366,1018909.0046786526
367,1240403.470227631
368,1250215.771864656
369,1480224.124357789
370,1206648.7462606106
371,1180853.2073823255
372,1105672.5910610054
373,1183586.3567933952
374,1251756.8760111132
376,1302577.9172058636
377,1136078.239752913
379,1326918.5583240225
380,1013532.584258867
382,1243319.8875894458
383,1400139.1240419708
384,1174151.780364938
387,1278977.4506775488
388,1478120.1066179995
389,900333.0839691963
390,1196279.3849593832
391,1097926.6633051024
392,1292808.818660719
393,1334430.0898807645
394,1173700.592775666
396,1483350.7852585365
397,1034317.801139998
398,1128640.594355852
399,1300536.4061896638
401,956488.8626407916
402,1235261.708309997
403,1155210.0802006596
404,1097322.2833660543
405,1095294.3132493703
406,1096965.145762578
407,1220524.4646349568
408,1365467.878736248
409,1067877.1513170246
410,1246826.114349075
411,1145558.5723466624
412,984961.6473936538
413,1429584.2352386883
414,1450799.2423848142
415,1152657.3005632996
416,1144288.3798142583
417,1219699.6386276705
418,1086127.9197258789
419,1015805.9087553552
420,1236577.236162957
421,1154742.2154181527
422,1032895.276980902
423,1077823.500620172
424,1249837.6572941388
426,1154094.7409824098
428,1097288.335633044
429,1111844.463734408
430,1079499.8261285848
431,1315978.0427225365
432,1186761.3401742445
433,1283017.1662760866
434,1082769.1053947357
435,1024020.597030043
438,1034896.115764838
439,870207.5354795852
440,1171226.8413276407
441,1152840.3812528718
442,1073147.034733776
443,1119130.419719802
445,1077060.2388859333
446,1057310.5403292389
447,1272623.75992102
448,1237568.635109483
449,1052595.8720354245
450,1329000.5942686037
451,1270709.43704186
453,1172720.1612460697
454,987298.072359539
455,1319674.468949403
456,1232528.1328134765
457,1287892.8418966883
458,1204529.380217574
459,1452902.7889222978
460,1057170.2301985342
461,1046221.6253424876
462,1453672.376362938
463,1133318.048409236
464,1229098.2280481376
465,1310421.2339628877
466,1386182.9000417043
467,1478356.6668513934
468,1117127.2496460816
469,1238620.2195428535
470,1058652.0120336637
471,1046396.9964899828
472,1032831.0674673382
474,1143312.3589868194
475,1214608.5418425584
476,1094719.425246548
477,1371555.475364491
478,1267982.2704156588
480,1086753.529502989
482,1410357.5545847013
483,1087024.8774698083
484,1277105.0783711865
485,1251224.0988245967
486,926145.4297742842
487,1372693.9413351764
488,1384340.8153357366
489,1379016.4547524576
491,1205687.2491053008
492,1049944.406090602
493,1290812.1308967436
494,1340828.90539224
495,1130852.5333251683
496,1024509.8827135928
497,1564205.9466245682
498,1251131.4015951026
499,1288210.5140829582
500,1054988.6839587414
501,1405727.5118976654
502,1221209.2193514225
503,976750.565618707
504,1154760.722936487
505,1096675.2438580403
506,1229467.3073824798
507,1148293.1589088915
509,1329387.9617862874
510,1359151.705350188
511,1152047.950740293
512,1185394.4247972048
513,1317321.9442296198
514,1054712.5282041682
515,1394671.487519272
516,1075176.2106597042
517,1499175.4926486765
518,1471104.2422027611
519,1213263.380858305
520,1207736.650969121
521,1265499.2955189066
522,972310.5644144672
523,1504113.7558539703
525,1258235.3668375935
527,1079408.462033878
528,1272960.6812129174
529,1162837.4770698743
530,1284159.524208041
531,958836.9628472704
532,1280623.7299090794
533,1361161.3953779163
534,1438241.9271288698
536,1159104.4377032176
537,1373135.865250619
538,1177252.31860081
539,1215258.274344724
540,1037984.6720896548
541,1172440.63201749
542,1183074.8420459714
543,1224467.153130524
544,1000331.1896786626
545,946084.0559498712
546,1224470.0775196317
547,1301829.5267659717
548,1233518.4182338668
549,1191877.9816531364
550,1269803.250188438
551,1443471.2208898568
552,1035961.380408124
553,1113608.148817778
554,1192991.1684649377
555,1313947.338862454
556,1267549.018998241
557,1019190.4007067122
558,1321634.4623283728
559,1332417.8511647014
560,1088549.414088971
561,1414515.912850908
562,1313702.3628289895
563,1339842.4992779586
564,1155218.2745838217
565,952105.122263754
566,1378276.287059188
567,1131851.45775563
568,1139280.6676588485
569,1063919.4788089823
570,1188635.9937436748
571,959485.2304570328
572,903529.5426879232
573,1071472.0579976784
574,1161980.8368588977
575,1207644.720174109
576,1226472.583372744
577,1463708.9823853504
578,976353.4897786956
579,1183877.7306075164
580,1178396.0348049663
581,1056686.4014687284
582,1305093.8098138915
583,1354399.9857352574
584,969697.177932234
585,1241300.131122469
586,1275323.7230989323
587,1135395.8780344706
588,1099078.647634419
589,1139865.3326682036
590,1062081.9424654725
591,1197655.0509798753
592,1032246.5434186348
593,1145393.2637980464
594,1112417.5938385215
596,1101347.111679137
597,1431492.140650815
598,1179290.7391266068
599,1018720.470596222
600,1252432.4418190066
601,1218849.1788018374
602,923553.53106986
603,1210029.7968203535
604,1177053.3086905717
605,978128.9239650422
606,1370717.8666481513
609,1295147.684974403
610,1047291.432297422
611,1316203.5641066115
612,1400124.0665789973
613,1361000.117135989
614,1012633.0950491936
615,1477429.7134490132
616,1155566.5382370756
617,1557189.5138017708
618,1305042.4832401418
619,1038421.4618871775
620,1210634.1647217255
621,1126407.6830016207
622,1146865.8142865074
625,1217439.2894851875
626,1092773.520938738
628,1257614.5249517702
629,1438788.9959878426
630,1286925.4972681329
631,1138645.2371613665
632,1159404.2197624105
633,1451985.113248631
634,1301492.666868663
635,1169580.3283839363
636,1322460.524517579
637,1075764.179434198
638,1227155.424159045
639,1336898.9487524894
640,1154678.799557774
641,1238952.7004603597
642,1096696.848710227
643,1252383.610094539
644,1274614.6691059044
645,1312887.910198731
646,1442543.3791059833
647,966648.6207846506
648,1174365.040417954
649,1126547.0816970763
650,1233311.5829871846
651,1062679.067866163
652,1288059.981479484
653,1234002.994333592
654,1163448.4888688938
655,1185664.5898316717
656,1195783.8093358865
657,1333642.8181489732
658,1078590.8101585754
659,1035614.4166967362
660,1330833.606908958
661,1297406.8608356498
662,1390196.803980873
663,1513865.4234497522
664,1131520.045437664
665,951189.3626731358
666,1243069.1585594686
667,1209264.9001979476
668,968306.124055514
669,1161407.8547848174
670,1386256.6541967485
671,1148539.3652628318
672,1118267.657774241
673,1208587.954011402
674,1227625.8425228978
675,1210343.525767205
676,1246601.6787153045
677,1487098.2714283415
678,1172394.1129586056
679,995999.8174498134
680,1167200.6528790314
681,1282766.2552908866
682,1085188.7438750055
683,1248130.3813995812
684,1279003.7849990206
685,1185902.6526873447
686,1056896.683518784
687,1107620.850427132
688,1099699.8100136807
689,1170049.0970443776
690,1084279.8399549546
691,1277271.4365412986
692,1319977.1031520742
693,1241841.768977881
694,1337761.2745778356
695,1038962.698029662
696,1477776.9315918714
697,1336819.0616837644
698,1139402.1544059543
700,1316388.372804596
701,1502270.9628479732
702,1178000.5796296804
703,1255757.9335880948
704,1168252.3883421507
706,982953.816392912
708,1048209.9175062424
709,1203378.710765793
710,1007703.4579377132
711,1180212.2053395903
713,946901.9979461358
714,1196452.8623197149
715,1137085.5356402977
716,1071232.688903003
717,976479.390735051
718,1285754.468952311
719,1084202.2272894103
720,1372341.864849501
721,1243330.290389981
722,1061874.664977363
723,1096818.4319890444
724,1156156.982232531
725,1041775.2418359296
727,1300525.4426233813
728,1536091.7460920587
729,1448027.6959179048
730,933992.4741356045
731,1437529.0892961118
732,1224662.4001733758
733,1276288.344515615
734,940116.2234622652
735,1187277.4866970254
736,1070526.4081909854
737,1425183.6484118565
738,1275313.7966489184
739,1386933.908067125
740,1235441.077639014
741,1215271.009633416
742,1311013.3311709072
743,967405.8468784929
745,1289477.293114699
746,1122570.906620315
747,1293298.1008720528
748,1170100.0311794176
750,1128734.9056848737
751,1205927.114700789
752,1114866.1460184387
753,963442.9002860296
754,890606.2048780883
756,1350023.1724711857
757,1115925.6328366194
758,1312474.9770667222
759,1023055.8817462558
760,1120056.718980845
761,1229627.530520507
762,1164072.5095375697
763,1420129.1909898787
764,1319581.1986224668
765,1347343.2062270325
767,1194916.0889949878
768,1301738.9380625607
769,1097317.3861767107
770,1427519.5717562912
771,1115254.2798216692
772,1133420.5841600415
774,1337335.568650989
775,976254.4025592612
776,1071853.051163409
777,1246701.2699009643
778,1213986.9883063654
779,1247457.066422503
780,1211131.3607083529
782,1381480.022873982
783,948160.7708120728
784,1424150.0324940828
786,1472235.2750751514
787,1258278.3657405227
788,1109218.917798553
789,955782.4770315228
790,1131273.563679743
791,1104105.5532461144
792,1460562.855319254
793,1441229.6032656103
794,1288185.7818151813
795,1526251.0000955306
796,1391803.078728882
797,1000654.7697621826
798,1117914.8541870967
799,1099274.2262478026
801,1146869.8889649173
802,1298961.3849540756
803,1366686.6992943073
804,1215601.1197638102
805,1233975.224643766
807,1138990.804141829
808,1140895.7365058672
809,1430877.541226875
810,1030941.5759770748
811,1077621.1638038722
812,1209680.3295198714
813,1281050.9072335442
814,1386333.4421716975
815,1181686.3676787722
816,1132951.090858769
817,1388517.1304253978
818,1234956.570029899
819,1311109.684287973
820,1132675.2835944633
821,1514328.8666737676
822,1454688.0724996529
823,1129411.2501266715
824,1199332.45426782
825,1403737.7537838689
826,985635.3844457596
827,1034166.4105341958
828,963377.436252232
829,1276891.4535736982
830,1259378.1250326617
831,1185206.3026054765
832,1106582.7826123603
833,1259691.9287721135
834,1407452.4753264266
836,1147315.4259055012
837,1262282.7386749
838,1258989.6193359965
839,981085.2739462698
841,1307728.4428572424
842,1319149.045700389
843,1065691.2403864888
844,1243718.929177203
845,1114943.1239221315
846,1295323.8455920697
847,1098430.2447152445
848,1281803.3508405031
849,1208317.121011737
850,1163614.378603896
851,1433404.543986591
853,1082890.736642746
854,1253757.6554217425
855,1340045.8127634807
856,1151718.2888619502
857,1221375.016056706
858,1389019.7430151668
859,1238425.842573366
860,1532717.271069835
862,1325749.835565405
863,1037250.6064499664
864,1357203.2573380177
865,1280291.1525685545
866,1069612.997253931
867,1162205.0784283697
869,955410.5758348568
870,968280.2817556484
871,1152699.9778792511
872,1076688.8346776147
873,1324061.6121515313
875,1113406.3701689085
876,1041945.3302378864
877,1373572.377070302
879,1071858.793141658
880,1189501.45672253
881,1065633.294655675
882,1263101.9090402038
884,1229927.998241896
885,920985.3274755554
886,1413375.7782927076
887,995228.5788417351
888,967138.1904881264
889,1317772.3387821831
891,1459969.4350536189
892,994542.2552946538
893,1104799.6241449036
894,1317142.2776731837
895,1164148.6232016005
896,1339626.5857539545
897,1053510.209750577
898,998843.8333438936
899,1268530.682180689
900,1031016.378959921
901,1341506.5398787572
902,1260774.5482368502
903,1414188.4925161526
904,1484013.9663447
905,1150554.484069122
906,1201713.5065528138
907,1079617.4691683685
908,1184826.7578062122
909,1032581.6237331704
910,1268999.726342969
911,1225189.4136646148
912,1243937.3165962854
913,1209467.988422656
914,1026467.366726077
916,1230521.5084271363
917,1336521.4119763733
918,1376958.5988645945
919,1279565.4604875206
920,1049195.081526162
921,1195543.452772323
923,1314964.9492796634
924,1047535.1880895798
925,1293997.6830938917
926,1265232.3025646757
927,979935.9175477437
928,1236182.5105052807
929,1185145.3326875535
930,1233995.364801927
931,1056727.9323928223
932,969408.2902363857
933,1118112.824459481
934,1277484.2050758498
935,1102409.500551496
936,1218187.3974020889
937,1282769.049397495
938,1078541.091340148
939,1004265.361481719
940,1329832.6204311429
941,1150945.2588560588
942,1116866.8873904955
943,1159586.1631333374
944,1006200.5114726392
945,1133934.3110950969
946,1255660.4255552625
947,1139357.923756472
948,1023856.9871834083
949,1282628.1787603225
950,974742.0850677928
951,1023286.4418004644
952,1224192.3168680142
953,1105866.3456904972
954,1267957.03880175
955,1321224.783223136
956,1154139.7900436786
957,1150952.0775728144
958,965396.4885685584
959,1237354.538740321
960,1265322.1480189078
961,1378173.5165370747
962,1244621.4173180445
963,1569968.7429112932
965,1208209.076227171
966,1162373.2501971482
967,1364591.4805436644
968,1526541.756173184
969,1251515.032264301
970,1252058.6020985174
972,1230880.6505102578
973,1407222.5380904502
974,1316562.7232398496
975,1327311.9005871178
977,1154142.4594300035
978,1176522.5992039868
979,1291950.2456783424
980,893454.8491730574
981,1270724.7489925018
982,1465972.636745732
983,1120493.997593953
984,1255083.1999835286
985,1332850.4005033516
986,1079568.140246408
987,1173336.8328894214
988,1080672.0970068434
989,1245012.707275186
990,987088.1260480384
991,1305777.7367995505
992,1118649.4037704065
993,1387508.424383041
994,1107792.539572345
996,1154758.371635931
1000,1164763.9735518254
