iteration,crudeOil,HVC,CHP,LTH,MTH,HTH,DH,SpaceHeating,rawBiogas,syngas,coal
35,-655.8209755106227,-238.0000012360783,0.0,0.0,0.0,-2.7148333508825152e-05,0.0,0.0,-0.0004098472892075,0.0,-5.972599482054937e-05
36,-432.0886754715624,-237.99998732329453,-0.000301328094216,-0.0004447991845069,-2.190193623012512e-05,-30.53690016619386,-2.128227733113429e-05,0.0,-0.0007975002769026,0.0,-0.0004164487962128
37,-458.3769431660565,-237.999987456745,-1.0679993444760992e-05,0.0,0.0,0.0,0.0,0.0,-3.741263540942237e-05,0.0,0.0
38,-414.4998946730344,-6.24501063385556e-05,-3.741279187288123e-05,-0.0001680472406447,0.0,-35.0665862142158,0.0,0.0,-0.001274277520039,0.0,-0.0002481794699687
39,-414.49998660259536,-237.9999700643539,0.0,-4.1423508894509045e-05,0.0,-188.0628464051168,0.0,-71.07492045286567,-0.0002324148451404,0.0,-6.368689723045644e-05
40,-679.5691885993336,-237.99999243072315,-6.516960365161769e-05,-0.0003237599899997,0.0,-123.44722561112992,-1.052877620493718e-05,-14.566314044234968,-0.0004566071779425,0.0,-9.257999622638927e-05
41,-562.1675082651199,-237.9999970321489,-1.0205393502803106e-05,0.0,0.0,-2.966232849624768e-05,0.0,0.0,-0.0001414164112828,0.0,0.0
42,-507.3749830156685,-237.99999452732104,-4.504170911322923e-05,-1.4132894335014626e-05,0.0,-4.353296705620141,0.0,0.0,-0.0002285408339676,0.0,0.0
43,-414.49994677989633,-8.014414980915961e-05,-7.364532073316319e-05,-0.0002655605728091,0.0,-1.5142389399529366,0.0,0.0,-0.0005012786350593,0.0,-0.0002501569779909
44,-478.6967951452749,-237.9999997749941,-2.1276821281637245e-05,-7.014560332054841e-05,0.0,-80.38805188654268,0.0,-34.159441266446,-0.0003293186048994,0.0,-4.494025745588499e-05
45,-634.6900475156327,-237.99999984635585,-6.0794497909843314e-05,-0.0789923086121459,0.0,-0.0005954258432105,0.0,0.0,-0.0002036012354564,0.0,-0.0002153795073729
46,-525.6766428463637,-238.00000398550452,-7.255040191965437e-05,-7.76218155066165e-05,0.0,-2.6975465375633383,0.0,-22.14571810027102,-0.0002570563344239,0.0,-2.485423979023324e-05
47,-743.1055156674244,-237.9999987878663,0.0,-4.740248041914687e-05,0.0,-3.4224164255147505e-05,0.0,0.0,-0.0004269166460281,0.0,0.0
48,-414.4999362520546,-192.69055435045436,-7.937820060868273e-05,-0.0003129627897896,0.0,-108.54026827778642,0.0,-56.49000350132528,-0.0009276729397569,-1.0249134271293168e-05,-0.0001877826745781
49,-414.4999700443595,-237.99997243773169,-0.0001058424051984,-0.0002577677308916,-9.952624456960476e-05,-148.84922675241629,-8.245066604502007e-05,0.0,-0.000663895836228,0.0,-0.0002963336335343
50,-676.7705354173768,-238.0000030856519,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001378241680081,0.0,0.0
51,-414.4999781386973,-237.999987627986,-0.0001172291872024,-0.0002998128968191,-0.0002462479416371,-141.2408619274786,-5.509786982565606e-05,-157.98898427386504,-3.892702124487615,0.0,-0.0005838934946871
52,-756.0126774343031,-238.00000200409184,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001102612477628,0.0,0.0
53,-496.1120681230898,-238.0000027827996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001095134341156,0.0,0.0
54,-514.8422913956211,-238.0000015152052,0.0,0.0,0.0,0.0,0.0,0.0,-3.847350217767898e-05,0.0,0.0
55,-779.4022258825403,-238.0000003478599,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756010183066146e-05,0.0,0.0
56,-414.4999649047767,-237.9999738993473,-0.0001704372084138,-0.3049982705602481,-0.0002253935117938,-279.61193464738005,-5.215997443363119e-05,-18.840146602057143,-0.7042260589773761,-0.00011877605967,-0.0004944595133598
57,-414.4999260672966,-196.0476812933829,-0.0001100413305055,-0.0003792810882498,-9.19809105213945e-05,-87.98663237570759,-1.372062972195968e-05,0.0,-0.0005079775957386,0.0,-0.0003159901042773
58,-475.8439159243965,-238.00000234952225,-1.3011668402144096e-05,0.0,0.0,0.0,0.0,0.0,-9.84384679193847e-05,0.0,0.0
59,-544.573285489811,-238.0000015140324,-1.201428876187198e-05,0.0,0.0,0.0,0.0,0.0,-0.0001449237771426,0.0,0.0
60,-673.050706654743,-237.9999990960769,-4.828168536001749e-05,-4.947638182772727e-05,0.0,-0.0007909737277298,0.0,0.0,-0.0001927295019953,0.0,-3.843241229085551e-05
61,-431.6611467277024,-237.9999909025805,-0.0002696627624356,-0.0002368094529171,-3.361717535744455e-05,-160.2807945055235,0.0,-42.61411920710199,-0.0003971101441815,0.0,-0.0004854597562907
62,-414.4999448582896,-174.9849941430547,-1.022669644859344e-05,-2.0118775840452643e-05,0.0,-78.1889875031713,0.0,0.0,-0.0001518948726458,0.0,-2.5342562273889543e-05
63,-606.1776730865212,-238.00000434729,-0.0001081663848812,-4.9107397295586704e-05,0.0,-0.0002346356452178,0.0,0.0,-0.0002846375324309,0.0,-7.623197625389943e-05
64,-414.4999781447578,-192.1109602569786,-7.305078299162912e-05,-0.0013050025787366,0.0,-99.06869773016848,-2.361389715761286e-05,-1.9411632905743916,-2.2380045509401247,0.0,-0.0002072282103348
65,-414.4999329429661,-223.88649646114723,-0.0002038049555859,-0.0013948486995149,0.0,-67.61832952196892,0.0,-24.031657498508785,-0.0006400733227392,0.0,-0.0002371812751023
66,-414.4999643890531,-222.35506705367587,-0.0002784812985574,-0.0003340160778714,0.0,-240.28746473976244,-7.604304591468737e-05,-0.4188434529323893,-0.0007292413891368,0.0,-0.0004364198756122
67,-475.5460857865128,-238.00000115819444,-0.0001175265428188,-0.0001464865071418,0.0,-16.275063639276485,0.0,-21.92863828618173,-0.0003940612133322,0.0,-7.794933204622891e-05
68,-639.1559755386193,-238.0000011606405,-1.012121926490268e-05,0.0,0.0,-2.502685573499216e-05,0.0,0.0,-9.855374261003122e-05,0.0,0.0
69,-509.9960497902315,-238.0000023096791,0.0,0.0,0.0,-1.2956899445247524e-05,0.0,0.0,-7.486374027987095e-05,0.0,0.0
70,-688.0976893901202,-238.00000334776115,-5.778579905410122e-05,-3.505296607698504e-05,0.0,-7.497051092968706e-05,0.0,0.0,-0.0002469571388014,0.0,-7.512549837689764e-05
71,-414.4999636378107,-237.9999774480117,-3.8073444158031954e-05,-0.0504355423299832,0.0,-100.30498522757144,-3.2972590078108855e-05,-123.804936490173,-0.0006294232378092,0.0,-0.0003263014779381
72,-414.499937065312,-237.99998143372264,0.0,-1.0174924329315204e-05,0.0,-42.30748009011912,0.0,-14.849926298029008,-0.0001451930824175,0.0,-9.800626032686552e-05
73,-509.4166788728342,-237.9999565521605,0.0,0.0,0.0,0.0,0.0,0.0,-4.0523969776739406e-05,0.0,0.0
74,-441.8635908792808,-237.99995440494305,-0.0002422226952532,-0.0004416381027234,0.0,-122.1975521159304,-1.030205326637586e-05,-2.673374808452033e-05,-0.0006932901535932,0.0,-0.0002707449952264
75,-414.49997141969584,-237.9999927420772,-4.774826892717992e-05,-0.0001676215804987,0.0,-57.63255541668943,0.0,0.0,-0.0004600046813114,0.0,-3.879775923610953e-05
76,-414.49997848190657,-237.99998267951975,0.0,-9.4658205367759e-05,0.0,-152.06231871758854,0.0,-46.025006280276216,-10.22548731476572,0.0,-4.197195744131548e-05
77,-414.4999911974624,-44.24524102048839,-0.0002647230130127,-0.0005119775762653,-0.0001770966675972,-364.99512961821785,-3.514977576684555e-05,-15.321719843704482,-0.0014012191163215,0.0,-0.0008963796805066
78,-663.6048323747143,-237.99997893449304,-5.580386985499029e-05,-7.084177844804986e-05,0.0,-1.6982950977498386,0.0,-15.762077391966756,-0.0003606113251497,0.0,-7.13739035984912e-05
79,-469.7341910074198,-238.0000013298429,0.0,0.0,0.0,0.0,0.0,0.0,-6.241638475517166e-05,0.0,0.0
80,-535.322775900406,-237.9999936222732,-1.1670609214957908e-05,0.0,0.0,0.0,0.0,0.0,-0.0001832072688091,0.0,-1.2874301339117183e-05
81,-477.3537998116395,-237.9999945225997,-1.0644861375480304e-05,-4.752588751551788e-05,0.0,-0.0044697607651412,0.0,-8.96343134080192,-0.0004310225178215,0.0,0.0
82,-680.8843746599442,-238.00000419028763,-0.0001065151706244,-2.784346938093748e-05,0.0,-0.0002300686236083,0.0,0.0,-0.0001417090027572,0.0,-0.0001787919236147
83,-735.4138935478202,-237.9999839680876,-4.236187642910672e-05,-5.118198065146789e-05,0.0,-15.459132053697052,0.0,0.0,-0.0002374042748076,0.0,-0.0001754017945973
84,-414.49997674532943,-237.99999578655877,-6.465959591491933e-05,-5.294586664366021e-05,0.0,-7.399849689872654,0.0,0.0,-0.0002705515711628,0.0,-0.0001691688153155
85,-514.9806638179052,-237.999998672062,-7.32504076486971e-05,-0.0010068873535833,0.0,-80.61823771975254,0.0,-19.76998895483699,-0.000252258380029,0.0,-0.0001679927960312
86,-414.499948902256,-92.21494305922712,-8.589511524010908e-05,-0.0132922762760964,0.0,-197.49579937693852,0.0,-1.397307992673112,-0.000414624289239,0.0,-0.0003861081478915
87,-541.5399427613386,-238.00000004830397,0.0,0.0,0.0,0.0,0.0,0.0,-7.131731812605604e-05,0.0,0.0
88,-588.1775064516885,-238.0000014118003,0.0,0.0,0.0,0.0,0.0,0.0,-1.281447346019574e-05,0.0,0.0
89,-675.4763364517565,-237.99999898486797,0.0,-2.2353034656146836e-05,0.0,0.0,0.0,0.0,-0.0002011162498271,0.0,0.0
90,-490.4081470804196,-238.00000253495085,0.0,-3.766589155498183e-05,0.0,-1.097197920301504,0.0,0.0,-0.0003527634400703,0.0,-4.865360656156804e-05
91,-414.49992388071246,-210.9517184239413,-6.412958414734965e-05,-8.450070154436548e-05,0.0,-69.45490799982193,0.0,-28.973836730781088,-0.000268771943497,0.0,-0.0001550568242613
92,-414.49996617220665,-237.9999993863529,-8.325889624308403e-05,-9.184555430109764e-05,-8.932970997584726e-05,-92.98960365609486,-5.365109806995625e-05,-13.288210975876224,-6.836383511180433,0.0,-2.9066366371068357e-05
93,-757.6027368467473,-237.99999829510188,-2.528896103279358e-05,-3.829421440211349e-05,0.0,-0.0001101456937833,0.0,-1.2974681795289484,-7.46248575249198e-05,0.0,0.0
94,-414.49994075526416,-237.99999390200716,-0.0001809723694888,-0.1402912452567976,0.0,-0.0017935873394281,0.0,-4.409986947511439,-0.000257393016065,0.0,-0.0003767301366603
96,-470.7193879444701,-237.99993517939637,0.0,0.0,0.0,0.0,0.0,0.0,-5.056801257994645e-05,0.0,0.0
97,-579.7988314155475,-237.9999740384713,-3.676152412428808e-05,-7.389461471424509e-05,0.0,-4.615661961553676e-05,0.0,0.0,-0.0002869598911947,0.0,-2.8770832550352732e-05
98,-414.499963343077,-237.9999696600092,-1.0743828133657598e-05,-0.0002821053843251,0.0,-138.62730585137052,0.0,-25.24384874284452,-0.0013455948277464,0.0,-0.0002585269856627
99,-582.4761051379911,-238.00000174962864,0.0,0.0,0.0,-1.0330046320315762e-05,0.0,0.0,-6.328163012184775e-05,0.0,0.0
100,-470.52355857986936,-237.99999973756692,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002200507727616,0.0,0.0
102,-565.1408742184431,-238.00000166631327,0.0,0.0,0.0,0.0,0.0,0.0,-7.819154724567697e-05,0.0,0.0
103,-491.3395996219296,-238.00000162093585,0.0,0.0,0.0,-110.6173747222211,0.0,0.0,-0.0001905661005291,0.0,0.0
104,-556.3580657523785,-237.9999944090279,0.0,0.0,0.0,0.0,0.0,0.0,-3.239113073771038e-05,0.0,0.0
105,-748.9798123433327,-238.0000002914728,-5.955687988186358e-05,-0.0001038591958329,0.0,-0.0001578158801132,0.0,0.0,-0.0004492070262194,0.0,0.0
106,-556.9363817681109,-238.00000084275763,0.0,0.0,0.0,0.0,0.0,0.0,-8.824805901522642e-05,0.0,-2.3789095916057295e-05
107,-527.8646948736347,-237.99997642569832,-4.675527710367348e-05,-8.527528168754273e-05,0.0,-0.0002026958406378,0.0,0.0,-0.0002632306384508,0.0,-0.0001686916076301
108,-732.7620441862264,-237.9999634703913,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001032599864087,0.0,-1.2154743951374931e-05
109,-414.49996440486143,-237.9995302939917,-3.728929596794235e-05,-0.0001393197566503,0.0,-202.0161667578963,-7.318144255302296e-05,0.0,-0.00045602271628,0.0,-0.0001845512800376
110,-414.4999815581834,-237.9999961225272,-0.0001190772190274,-0.0004870354505868,0.0,-234.4414392047912,0.0,-65.06563180582891,-0.002279307063099,0.0,-0.0006328790848081
111,-604.9485392047352,-238.00000082745257,0.0,0.0,0.0,0.0,0.0,0.0,-3.33367327891994e-05,0.0,0.0
113,-414.4999636614199,-73.62169258280633,-2.6558032145379985e-05,-0.0197409145237389,-3.302943968844417e-05,-138.7053364478149,0.0,-211.6268617238093,-3.643142333807619,0.0,-0.0002175058398152
114,-414.499951363332,-27.33985382459565,-2.318891940084591e-05,-7.107867953543908e-05,0.0,-0.3079461883794698,0.0,0.0,-0.0004362935713065,0.0,-0.0001812280143816
115,-587.1251920488814,-238.00000007811707,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001152657015556,0.0,0.0
117,-414.50003714816086,-114.99729769221992,-0.0003536990725597,-0.0655072328741053,-8.519604989893717e-05,-268.3779433409673,-7.02209728772355e-05,0.0,-13.417406557919325,0.0,-19.890263461183533
118,-433.91276537143005,-237.99999353877783,-2.1428103712310887e-05,-0.7430679684401831,0.0,-120.12628859733442,-1.1760063978365395e-05,-52.483277296483806,-0.1054334864639222,0.0,-5.234158579190758e-05
119,-651.9347200837667,-238.0000030808903,-2.1022950600798425e-05,0.0,0.0,0.0,0.0,0.0,-5.690464189371146e-05,0.0,-1.0467799803052209e-05
120,-414.49994816398055,-237.99999704502372,-0.0002153099088803,-0.0010241074713343,0.0,-90.65595566753454,0.0,0.0,-0.0005692614767822,0.0,-0.0002380132521919
121,-610.06442251805,-238.0000054263737,-3.375248689271813e-05,-3.359425862831397e-05,0.0,-6.726521755181585e-05,0.0,0.0,-0.0001445746113163,0.0,-5.743494715787297e-05
123,-414.4999660849184,-7.431381387131984e-05,-7.22208247983372e-05,-0.0001098757823172,0.0,-69.75699951800128,0.0,0.0,-0.0008404767518175,0.0,-0.0001881029841756
124,-414.4999588753766,-152.27887869990477,-0.0002317472344165,-0.0002562919697008,0.0,-166.78209243722986,-1.1509877876827914e-05,0.0,-0.0015777919952698,0.0,-0.000638319019672
125,-414.50001866999366,-237.9999722455076,-0.0001464987213291,-0.0561005912757619,0.0,-279.5847802941771,-1.2250931452006643e-05,-8.700222650854496,-3.585753660986038,0.0,-0.0001330079110079
126,-647.0503545986882,-237.99989509111683,-4.874636121877597e-05,-4.150012321416182e-05,0.0,-2.641805009591976,0.0,0.0,-0.0003847752388012,0.0,-9.844707467923843e-05
127,-414.49997673140274,-18.654814799877197,-4.699470072873977e-05,-0.0149189653258236,0.0,-177.5437572401864,-2.6030657331053165e-05,-27.76858984335833,-7.482587101676273,0.0,-0.0001907492752359
128,-414.49996532982567,-0.0002777983359195,-5.422098535681885e-05,-0.0010742287836019,0.0,-295.488621677956,0.0,-134.91317218758462,-0.0017526909621531,0.0,-8.25086644149475
129,-414.499976170246,-237.99996131671412,-6.716332352739676e-05,-0.000221440859272,0.0,-132.1779866346978,0.0,-38.89850980222108,-0.0012679050454714,0.0,-0.0002490545053785
130,-539.2894381489576,-238.0000014794877,0.0,0.0,0.0,0.0,0.0,0.0,-3.830254848165219e-05,0.0,0.0
131,-652.4399954736457,-238.00000096568832,-1.0530216362406258e-05,-2.1985158262548327e-05,0.0,0.0,0.0,0.0,-0.0002032511699435,0.0,0.0
133,-499.579025925585,-238.00000076864427,-3.893769441823434e-05,-2.708346186946656e-05,0.0,-27.28220368830112,0.0,0.0,-0.000176315708954,0.0,-0.0001059498665387
135,-502.32304332350384,-238.00000179903077,0.0,0.0,0.0,-1.038871117433703e-05,0.0,0.0,0.0,0.0,0.0
136,-414.4999443871656,-174.59557356207685,-1.2256835950719844e-05,-2.751330547960737e-05,0.0,-110.32745468979508,0.0,-7.785968956784818,-0.0003026275711595,0.0,-0.0001394958258558
137,-414.5000519700272,-38.12389461040757,-0.0001632088668222,-0.0003328396736939,0.0,-221.7895689866073,-1.7039801813018966e-05,-0.4061466257649179,-0.0006866609200461,0.0,-0.00034988638264
138,-414.4999806897383,-237.99998427899655,0.0,-1.3683771698734309e-05,0.0,-93.16949527900502,0.0,0.0,-0.0001486946058195,0.0,-2.853300275026674e-05
139,-414.49997592514495,-237.99998505773704,-0.000154172893729,-0.0002115518545545,0.0,-0.4350991281938176,0.0,0.0,-0.0005404219078132,0.0,-5.038409672089716e-05
140,-540.800783553865,-238.00000373301387,-5.428762857183567e-05,-7.362628727132808e-05,0.0,-8.937649224311695e-05,0.0,0.0,-0.0003401677812092,0.0,-1.888602788391684e-05
141,-414.4999360765987,-237.99994862721397,-3.767147952842968e-05,-9.63782551265255e-05,0.0,-16.706860894998805,0.0,0.0,-0.0004763657205008,0.0,-8.293829897974593e-05
142,-517.9729877348805,-238.0000038696784,-1.0306124152048636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,-429.6811631070365,-238.00000387211435,0.0,-5.013047634622427e-05,0.0,-3.962622536731941e-05,0.0,-6.41073007169145,-0.0002521855420904,0.0,-8.108275212325767e-05
144,-414.5001373755248,-238.00000206933203,0.0,-1.5862636478305998e-05,0.0,-11.931931331272086,0.0,0.0,-0.00020136962317,0.0,-2.8300371312838238e-05
145,-498.4855928554407,-238.00000344688672,-4.691665277535103e-05,-0.0001162342213917,0.0,-91.89759450814331,0.0,-26.043961684248423,-0.000820556661041,0.0,-0.0001488162416669
146,-524.7516845120301,-237.9999942143244,-6.378427103523471e-05,-0.1613592248933318,0.0,-113.58821372684248,0.0,-2.4147913565512136,-4.997718295599111e-05,0.0,-9.503687175852476e-05
147,-587.3437149728461,-238.00000040312483,0.0,0.0,0.0,0.0,0.0,0.0,-5.663640391883121e-05,0.0,0.0
148,-490.1309818427319,-237.9999841041266,-0.0002249137331705,-0.0002123529707429,-1.053995426838278e-05,-205.7872190752674,0.0,0.0,-0.0008309078377187,0.0,-0.0003988262790037
149,-722.3356601329381,-238.00000010988103,0.0,0.0,0.0,0.0,0.0,0.0,-2.1408765530109663e-05,0.0,0.0
150,-414.4999829039401,-0.0001943457582946,-0.0002970946446984,-0.0554587384118065,-0.0014188859145216,-371.25034632473984,-3.4983807718682805e-05,-6.964731743185623,-11.03198307451817,0.0,-0.0006010222411273
151,-554.0328809542715,-238.0000003651427,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001121196663609,0.0,0.0
152,-482.9847650593446,-238.00000258727425,0.0,-0.0005253388622829,0.0,-97.75803732454776,0.0,0.0,-3.837719043402722e-05,0.0,0.0
153,-414.4999607794148,-237.999976674014,-1.4668416954070706e-05,-0.0001445429359681,0.0,-72.97859471625414,0.0,-109.16903984652596,-3.200034004564009,0.0,-0.0002367075383187
154,-414.4999909988881,-237.99995982559545,0.0,0.0,0.0,-44.141753424765405,0.0,-3.942164904513462,-0.0001742262073281,0.0,0.0
155,-528.632335664674,-237.9999990430428,0.0,-1.0438424889010749e-05,0.0,0.0,0.0,0.0,-0.0001763380768397,0.0,0.0
156,-414.4999709429832,-0.0002009815549714,-0.0002458670041842,-0.0003247054397083,-3.1768757181551946e-05,-210.2575589575844,0.0,-82.06218666817028,-0.0012920095163281,0.0,-0.0006433143773348
157,-531.7967442606221,-237.99999925865356,-0.0001353270254431,-6.643543887532983e-05,0.0,-0.0511101574287951,0.0,-1.1130645057641391e-05,-0.0002692058262046,0.0,-0.000103872371616
158,-574.8729676715138,-238.00000130424567,0.0,0.0,0.0,0.0,0.0,0.0,-1.0256520817401638e-05,0.0,0.0
159,-662.7908002200381,-237.99997893006207,-1.062144175058292e-05,0.0,0.0,0.0,0.0,0.0,-0.0001427177973609,0.0,-1.2023271260392308e-05
160,-534.4102474383766,-238.00000009988625,0.0,0.0,0.0,-105.96811272872009,0.0,0.0,-8.52340503293078e-05,0.0,0.0
161,-414.4999605359152,-237.9999789005417,-9.026684340822238e-05,-8.128921359704478e-05,0.0,-88.35859733145834,0.0,-23.31639129575582,-0.0003499312324322,0.0,-0.0001766244095147
162,-414.4999818281258,-237.9999190560073,-4.975827514379247e-05,-0.0001035634816611,0.0,-192.41528948792967,-9.491338693690114e-05,-15.908364398424212,-0.0005288488257418,0.0,-0.0006736901631218
163,-414.49996426951833,-2.417530977486165,-0.0001720046706024,-0.1599546433272547,-2.3685960190148502e-05,-337.7284177685049,-2.153922029254194e-05,-42.71848122366919,-12.48020337259252,0.0,-0.0008131984939818
164,-414.4999512550899,-1.9707535743753823,-0.0001511454395689,-0.0002110936058596,0.0,-180.43625193792437,-2.8713539221205103e-05,-38.474772216434346,-0.0007067737835524,0.0,-0.0002289393803382
165,-465.7265695756544,-237.9999960558202,-5.236896660467517e-05,-0.2160532025813104,-0.0097150067554238,-135.9900797374049,-1.930605631788011e-05,0.0,-17.886572181009015,0.0,-6.944273297390743e-05
166,-635.3378061172251,-237.9999988479403,-2.3127602048799185e-05,-3.163072814240988e-05,0.0,-8.06518850701368e-05,0.0,-12.83391351096233,-0.0002368720082145,0.0,0.0
167,-732.5655759691083,-238.00000104184383,0.0,-1.0318398375604076e-05,0.0,-33.8978479393652,0.0,-0.496861670445161,-0.0001478748828962,0.0,-0.0001378135228135
168,-559.6161225789288,-237.99999409579607,-6.064012986905173e-05,-3.5534851683934975e-05,0.0,-0.000140893651572,0.0,0.0,-0.0001772495660888,0.0,0.0
169,-414.4999672026438,-237.99996071974,-2.341339647866404e-05,-0.11617923667634,0.0,-164.47547095654772,0.0,-13.949464972865224,-0.0003741719662424,0.0,-0.0001689879186721
170,-650.0341379426909,-237.99995349135472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,-707.001002786498,-238.00000243607175,0.0,0.0,0.0,0.0,0.0,0.0,-3.261190858476496e-05,0.0,0.0
