carrier,refinery,oilPlant,dieselEnginePeak,dieselFrtRail,dieselFrtRoadHeavy,dieselFrtRoadLight,dieselPsngRail,dieselPsngRoadPub,ottoPsngRoadPrvt,avaAndNaviTech,oilBoilerDh,oilBoilerSpace,oilBoilerProHigh,oilBoilerProLow,oilBoilerProMed,Methanation,fischerTropsch,waterGasShift,chpSyngasDh,chpSyngasProLow,syngasEngineDh,syngasEngineProLow,syngasEngineProMed,pyrMethaneH2,ccgtGasDh,ccgtGasProMed,ocgtGas,ocgtGasChp,methaneEngineDh,methaneEngineProLow,methaneEngineProMed,methaneEnginePeak,cngPsngRoadPrvt,sofc,gasToHvc,stemMethaneReforming,methaneBoilerDh,methaneBoilerSpace,methaneBoilerProHigh,methaneBoilerProLow,methaneBoilerProMed,biogasUpgrade,ccgtH2Dh,ccgtH2ProMed,ocgtH2,fcevPsngRoadPrvt,fcFrtRail,fcFrtRoadHeavy,fcFrtRoadLight,fcPsngRail,fcPsngRoadPub,h2ToCrudeOil,h2ToMethane,pefc,haberBoschH2AmmoniaDh,haberBoschH2AmmoniaProLow,h2BoilerDh,h2BoilerProHigh,h2BoilerProLow,h2BoilerProMed
crudeOil,-849.3219062058971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refinedOil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-806.85580190952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syngas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.709170985542687e-5,0.0,0.0,0.0,2.2175387594200418e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.975035100751799e-5,0.0,-0.00010950584694694354,-6.975549593942557e-5,-13.291580803684159,-0.001679631937616293,-1.0163856471469019e-5,-5.4208170987987915e-5,-3002.8853448448554,-8.64720474638976e-5,-1411.714804164111,0.0,-10.991208355036031,-33.78218704073594,-6.1792067460575675,-3.543596895616182e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7828085624814782,0.0,0.0,0.0,0.0,0.0,0.0,-891.1884721482122,0.0,0.0,-213.87213500866986,0.0,-0.01635970416003409,-689.4911889305376,-0.17190048072240985,0.0
