timestep_4,region_4,technology_3,parameter,value
hh0281,23FR,heatpumpAirSpace,effConv,4.06
hh0282,23FR,heatpumpAirSpace,effConv,4.06
hh0283,23FR,heatpumpAirSpace,effConv,4.06
hh0284,23FR,heatpumpAirSpace,effConv,4.054309329
hh0285,23FR,heatpumpAirSpace,effConv,4.058374282
hh0286,23FR,heatpumpAirSpace,effConv,4.06
hh0287,23FR,heatpumpAirSpace,effConv,4.06
hh0288,23FR,heatpumpAirSpace,effConv,4.06
hh0289,23FR,heatpumpAirSpace,effConv,4.06
hh0290,23FR,heatpumpAirSpace,effConv,4.06
hh0291,23FR,heatpumpAirSpace,effConv,4.06
hh0292,23FR,heatpumpAirSpace,effConv,4.06
hh0293,23FR,heatpumpAirSpace,effConv,4.06
hh0294,23FR,heatpumpAirSpace,effConv,4.06
hh0295,23FR,heatpumpAirSpace,effConv,4.06
hh0296,23FR,heatpumpAirSpace,effConv,4.06
hh0297,23FR,heatpumpAirSpace,effConv,4.06
hh0298,23FR,heatpumpAirSpace,effConv,4.06
hh0299,23FR,heatpumpAirSpace,effConv,4.06
hh0300,23FR,heatpumpAirSpace,effConv,4.06
hh0301,23FR,heatpumpAirSpace,effConv,4.06
hh0302,23FR,heatpumpAirSpace,effConv,4.055122056
hh0303,23FR,heatpumpAirSpace,effConv,4.056748301
hh0304,23FR,heatpumpAirSpace,effConv,4.058374545
hh0305,23FR,heatpumpAirSpace,effConv,4.06
hh0306,23FR,heatpumpAirSpace,effConv,4.06
hh0307,23FR,heatpumpAirSpace,effConv,4.06
hh0308,23FR,heatpumpAirSpace,effConv,4.046168812
hh0309,23FR,heatpumpAirSpace,effConv,4.039653917
hh0310,23FR,heatpumpAirSpace,effConv,4.02986994
hh0311,23FR,heatpumpAirSpace,effConv,3.951242196
hh0312,23FR,heatpumpAirSpace,effConv,3.911675663
hh0313,23FR,heatpumpAirSpace,effConv,3.875836096
hh0314,23FR,heatpumpAirSpace,effConv,3.950436759
hh0315,23FR,heatpumpAirSpace,effConv,3.983133702
hh0316,23FR,heatpumpAirSpace,effConv,3.985556114
hh0317,23FR,heatpumpAirSpace,effConv,3.966064527
hh0318,23FR,heatpumpAirSpace,effConv,3.908362933
hh0319,23FR,heatpumpAirSpace,effConv,3.899931804
hh0320,23FR,heatpumpAirSpace,effConv,3.9545373
hh0321,23FR,heatpumpAirSpace,effConv,3.98645714
hh0322,23FR,heatpumpAirSpace,effConv,3.989736697
hh0323,23FR,heatpumpAirSpace,effConv,3.98489353
hh0324,23FR,heatpumpAirSpace,effConv,3.97918855
hh0325,23FR,heatpumpAirSpace,effConv,3.864133158
hh0326,23FR,heatpumpAirSpace,effConv,3.895004543
hh0327,23FR,heatpumpAirSpace,effConv,3.951824066
hh0328,23FR,heatpumpAirSpace,effConv,3.967413463
hh0329,23FR,heatpumpAirSpace,effConv,4.002081315
hh0330,23FR,heatpumpAirSpace,effConv,4.04047629
hh0331,23FR,heatpumpAirSpace,effConv,4.026612063
hh0332,23FR,heatpumpAirSpace,effConv,3.917291977
hh0333,23FR,heatpumpAirSpace,effConv,3.850448592
hh0334,23FR,heatpumpAirSpace,effConv,3.847479065
hh0335,23FR,heatpumpAirSpace,effConv,3.900524669
hh0336,23FR,heatpumpAirSpace,effConv,4.023357716
hh0337,23FR,heatpumpAirSpace,effConv,4.029881774
hh0338,23FR,heatpumpAirSpace,effConv,4.052682289
hh0339,23FR,heatpumpAirSpace,effConv,4.025722719
hh0340,23FR,heatpumpAirSpace,effConv,3.999607715
hh0341,23FR,heatpumpAirSpace,effConv,3.95359911
hh0342,23FR,heatpumpAirSpace,effConv,4.011928102
hh0343,23FR,heatpumpAirSpace,effConv,4.020894667
hh0344,23FR,heatpumpAirSpace,effConv,4.051050459
hh0345,23FR,heatpumpAirSpace,effConv,4.058374545
hh0346,23FR,heatpumpAirSpace,effConv,4.058374545
hh0347,23FR,heatpumpAirSpace,effConv,4.06
hh0348,23FR,heatpumpAirSpace,effConv,4.059187272
hh0349,23FR,heatpumpAirSpace,effConv,3.813087563
hh0350,23FR,heatpumpAirSpace,effConv,3.784786833
hh0351,23FR,heatpumpAirSpace,effConv,3.865294005
hh0352,23FR,heatpumpAirSpace,effConv,3.877832892
hh0353,23FR,heatpumpAirSpace,effConv,3.9476901
hh0354,23FR,heatpumpAirSpace,effConv,4.058374282
hh0355,23FR,heatpumpAirSpace,effConv,3.907448123
hh0356,23FR,heatpumpAirSpace,effConv,3.751004064
hh0357,23FR,heatpumpAirSpace,effConv,3.859152603
hh0358,23FR,heatpumpAirSpace,effConv,3.935203761
hh0359,23FR,heatpumpAirSpace,effConv,3.916724433
hh0360,23FR,heatpumpAirSpace,effConv,3.81761707
hh0361,23FR,heatpumpAirSpace,effConv,3.99393432
hh0362,23FR,heatpumpAirSpace,effConv,3.830275436
hh0363,23FR,heatpumpAirSpace,effConv,3.639592274
hh0364,23FR,heatpumpAirSpace,effConv,3.558428596
hh0365,23FR,heatpumpAirSpace,effConv,3.509837131
hh0366,23FR,heatpumpAirSpace,effConv,3.640167635
hh0367,23FR,heatpumpAirSpace,effConv,3.794530606
hh0368,23FR,heatpumpAirSpace,effConv,3.877736613
hh0369,23FR,heatpumpAirSpace,effConv,3.938059453
hh0370,23FR,heatpumpAirSpace,effConv,3.996352346
hh0371,23FR,heatpumpAirSpace,effConv,3.909784031
hh0372,23FR,heatpumpAirSpace,effConv,3.990673826
hh0373,23FR,heatpumpAirSpace,effConv,3.930709469
hh0374,23FR,heatpumpAirSpace,effConv,3.93479176
hh0375,23FR,heatpumpAirSpace,effConv,3.900001311
hh0376,23FR,heatpumpAirSpace,effConv,3.947705634
hh0377,23FR,heatpumpAirSpace,effConv,3.995520575
hh0378,23FR,heatpumpAirSpace,effConv,4.007032131
hh0379,23FR,heatpumpAirSpace,effConv,4.021725285
hh0380,23FR,heatpumpAirSpace,effConv,3.878147903
hh0381,23FR,heatpumpAirSpace,effConv,3.765702086
hh0382,23FR,heatpumpAirSpace,effConv,3.796775956
hh0383,23FR,heatpumpAirSpace,effConv,3.723456569
hh0384,23FR,heatpumpAirSpace,effConv,3.768515106
hh0385,23FR,heatpumpAirSpace,effConv,3.831287395
hh0386,23FR,heatpumpAirSpace,effConv,3.871094786
hh0387,23FR,heatpumpAirSpace,effConv,3.806221555
hh0388,23FR,heatpumpAirSpace,effConv,3.861187806
hh0389,23FR,heatpumpAirSpace,effConv,3.843674272
hh0390,23FR,heatpumpAirSpace,effConv,3.833782171
hh0391,23FR,heatpumpAirSpace,effConv,3.905995041
hh0392,23FR,heatpumpAirSpace,effConv,3.711369646
hh0393,23FR,heatpumpAirSpace,effConv,3.418273195
hh0394,23FR,heatpumpAirSpace,effConv,3.389656813
hh0395,23FR,heatpumpAirSpace,effConv,3.476700401
hh0396,23FR,heatpumpAirSpace,effConv,3.321689817
hh0397,23FR,heatpumpAirSpace,effConv,3.335146811
hh0398,23FR,heatpumpAirSpace,effConv,3.298162622
hh0399,23FR,heatpumpAirSpace,effConv,3.287607331
hh0400,23FR,heatpumpAirSpace,effConv,3.297831771
hh0401,23FR,heatpumpAirSpace,effConv,3.351868239
hh0402,23FR,heatpumpAirSpace,effConv,3.446400337
hh0403,23FR,heatpumpAirSpace,effConv,3.4844826
hh0404,23FR,heatpumpAirSpace,effConv,3.42828658
hh0405,23FR,heatpumpAirSpace,effConv,3.44217473
hh0406,23FR,heatpumpAirSpace,effConv,3.50547188
hh0407,23FR,heatpumpAirSpace,effConv,3.551828182
hh0408,23FR,heatpumpAirSpace,effConv,3.755130347
hh0409,23FR,heatpumpAirSpace,effConv,3.685700153
hh0410,23FR,heatpumpAirSpace,effConv,3.506201146
hh0411,23FR,heatpumpAirSpace,effConv,3.359266368
hh0412,23FR,heatpumpAirSpace,effConv,3.314233366
hh0413,23FR,heatpumpAirSpace,effConv,3.315956441
hh0414,23FR,heatpumpAirSpace,effConv,3.305408661
hh0415,23FR,heatpumpAirSpace,effConv,3.205546353
hh0416,23FR,heatpumpAirSpace,effConv,3.144944876
hh0417,23FR,heatpumpAirSpace,effConv,3.1045605
hh0418,23FR,heatpumpAirSpace,effConv,3.279137795
hh0419,23FR,heatpumpAirSpace,effConv,3.399525706
hh0420,23FR,heatpumpAirSpace,effConv,3.35092969
hh0421,23FR,heatpumpAirSpace,effConv,3.328153914
hh0422,23FR,heatpumpAirSpace,effConv,3.250066418
hh0423,23FR,heatpumpAirSpace,effConv,3.345466719
hh0424,23FR,heatpumpAirSpace,effConv,3.516353186
hh0425,23FR,heatpumpAirSpace,effConv,3.684864564
hh0426,23FR,heatpumpAirSpace,effConv,3.676033609
hh0427,23FR,heatpumpAirSpace,effConv,3.851298977
hh0428,23FR,heatpumpAirSpace,effConv,3.772224316
hh0429,23FR,heatpumpAirSpace,effConv,3.704248165
hh0430,23FR,heatpumpAirSpace,effConv,3.702478709
hh0431,23FR,heatpumpAirSpace,effConv,3.462441108
hh0432,23FR,heatpumpAirSpace,effConv,3.461691632
hh0433,23FR,heatpumpAirSpace,effConv,3.349158355
hh0434,23FR,heatpumpAirSpace,effConv,3.105434581
hh0435,23FR,heatpumpAirSpace,effConv,3.049833012
hh0436,23FR,heatpumpAirSpace,effConv,2.915
hh0437,23FR,heatpumpAirSpace,effConv,3.01330084
hh0438,23FR,heatpumpAirSpace,effConv,3.105636999
hh0001,24FR,heatpumpAirSpace,effConv,3.28475179
hh0002,24FR,heatpumpAirSpace,effConv,3.211979607
hh0003,24FR,heatpumpAirSpace,effConv,3.190719788
hh0004,24FR,heatpumpAirSpace,effConv,3.405037137
hh0005,24FR,heatpumpAirSpace,effConv,3.60381592
hh0006,24FR,heatpumpAirSpace,effConv,3.776080547
hh0007,24FR,heatpumpAirSpace,effConv,3.810437662
hh0008,24FR,heatpumpAirSpace,effConv,3.842887757
hh0009,24FR,heatpumpAirSpace,effConv,3.807757326
hh0010,24FR,heatpumpAirSpace,effConv,3.659281446
hh0011,24FR,heatpumpAirSpace,effConv,3.725425129
hh0012,24FR,heatpumpAirSpace,effConv,3.707494654
hh0013,24FR,heatpumpAirSpace,effConv,3.937330712
hh0014,24FR,heatpumpAirSpace,effConv,3.760382638
hh0015,24FR,heatpumpAirSpace,effConv,3.554150152
hh0016,24FR,heatpumpAirSpace,effConv,3.632514247
hh0017,24FR,heatpumpAirSpace,effConv,3.709069598
hh0018,24FR,heatpumpAirSpace,effConv,3.745785919
hh0019,24FR,heatpumpAirSpace,effConv,3.821250236
hh0020,24FR,heatpumpAirSpace,effConv,3.6779218
hh0021,24FR,heatpumpAirSpace,effConv,3.818538686
hh0022,24FR,heatpumpAirSpace,effConv,3.961073227
hh0023,24FR,heatpumpAirSpace,effConv,4.001308592
hh0024,24FR,heatpumpAirSpace,effConv,3.902637328
hh0025,24FR,heatpumpAirSpace,effConv,3.734398592
hh0026,24FR,heatpumpAirSpace,effConv,3.864522955
hh0027,24FR,heatpumpAirSpace,effConv,3.67371436
hh0028,24FR,heatpumpAirSpace,effConv,3.651810232
hh0029,24FR,heatpumpAirSpace,effConv,3.651478455
hh0030,24FR,heatpumpAirSpace,effConv,3.5835917
hh0031,24FR,heatpumpAirSpace,effConv,3.348266016
hh0032,24FR,heatpumpAirSpace,effConv,3.284083731
hh0033,24FR,heatpumpAirSpace,effConv,3.396579286
hh0034,24FR,heatpumpAirSpace,effConv,3.513409993
hh0035,24FR,heatpumpAirSpace,effConv,3.379220705
hh0036,24FR,heatpumpAirSpace,effConv,3.427153827
hh0037,24FR,heatpumpAirSpace,effConv,3.307537078
hh0038,24FR,heatpumpAirSpace,effConv,3.545452512
hh0039,24FR,heatpumpAirSpace,effConv,3.584817016
hh0040,24FR,heatpumpAirSpace,effConv,3.473622723
hh0041,24FR,heatpumpAirSpace,effConv,3.403146333
hh0042,24FR,heatpumpAirSpace,effConv,3.663632244
hh0043,24FR,heatpumpAirSpace,effConv,3.53231572
hh0044,24FR,heatpumpAirSpace,effConv,3.834556173
hh0045,24FR,heatpumpAirSpace,effConv,3.774694197
hh0046,24FR,heatpumpAirSpace,effConv,3.72719056
hh0047,24FR,heatpumpAirSpace,effConv,3.632775157
hh0048,24FR,heatpumpAirSpace,effConv,3.589314387
hh0049,24FR,heatpumpAirSpace,effConv,3.482924375
hh0050,24FR,heatpumpAirSpace,effConv,3.499854284
hh0051,24FR,heatpumpAirSpace,effConv,3.571522887
hh0052,24FR,heatpumpAirSpace,effConv,3.697237183
hh0053,24FR,heatpumpAirSpace,effConv,3.548745303
hh0054,24FR,heatpumpAirSpace,effConv,3.405070737
hh0055,24FR,heatpumpAirSpace,effConv,3.294554381
hh0056,24FR,heatpumpAirSpace,effConv,3.199469501
hh0057,24FR,heatpumpAirSpace,effConv,3.242209274
hh0058,24FR,heatpumpAirSpace,effConv,3.4604227
hh0059,24FR,heatpumpAirSpace,effConv,3.471074357
hh0060,24FR,heatpumpAirSpace,effConv,3.490778341
hh0061,24FR,heatpumpAirSpace,effConv,3.663346825
hh0062,24FR,heatpumpAirSpace,effConv,3.785197545
hh0063,24FR,heatpumpAirSpace,effConv,3.846991457
hh0064,24FR,heatpumpAirSpace,effConv,3.93615764
hh0065,24FR,heatpumpAirSpace,effConv,3.894872302
hh0066,24FR,heatpumpAirSpace,effConv,3.809285498
hh0067,24FR,heatpumpAirSpace,effConv,3.934708225
hh0068,24FR,heatpumpAirSpace,effConv,3.935613536
hh0069,24FR,heatpumpAirSpace,effConv,3.92974998
hh0070,24FR,heatpumpAirSpace,effConv,3.9008783
hh0071,24FR,heatpumpAirSpace,effConv,3.863945219
hh0072,24FR,heatpumpAirSpace,effConv,3.992314874
hh0073,24FR,heatpumpAirSpace,effConv,4.028257193
hh0074,24FR,heatpumpAirSpace,effConv,3.982420352
hh0075,24FR,heatpumpAirSpace,effConv,3.987370353
hh0076,24FR,heatpumpAirSpace,effConv,3.86174663
hh0077,24FR,heatpumpAirSpace,effConv,3.514404449
hh0078,24FR,heatpumpAirSpace,effConv,3.373349598
hh0079,24FR,heatpumpAirSpace,effConv,3.236873218
hh0080,24FR,heatpumpAirSpace,effConv,3.518427268
hh0081,24FR,heatpumpAirSpace,effConv,3.6034181
hh0082,24FR,heatpumpAirSpace,effConv,3.778645002
hh0083,24FR,heatpumpAirSpace,effConv,3.74986346
hh0084,24FR,heatpumpAirSpace,effConv,3.689932248
hh0085,24FR,heatpumpAirSpace,effConv,3.77105593
hh0086,24FR,heatpumpAirSpace,effConv,3.952847305
hh0087,24FR,heatpumpAirSpace,effConv,3.908073213
hh0088,24FR,heatpumpAirSpace,effConv,3.918893775
hh0089,24FR,heatpumpAirSpace,effConv,3.974119934
hh0090,24FR,heatpumpAirSpace,effConv,3.919908437
hh0091,24FR,heatpumpAirSpace,effConv,3.99309087
hh0092,24FR,heatpumpAirSpace,effConv,3.868314555
hh0093,24FR,heatpumpAirSpace,effConv,3.690220126
hh0094,24FR,heatpumpAirSpace,effConv,3.626483791
hh0095,24FR,heatpumpAirSpace,effConv,3.496189879
hh0096,24FR,heatpumpAirSpace,effConv,3.446018697
hh0097,24FR,heatpumpAirSpace,effConv,3.631952742
hh0098,24FR,heatpumpAirSpace,effConv,3.521657173
hh0099,24FR,heatpumpAirSpace,effConv,3.405152198
hh0100,24FR,heatpumpAirSpace,effConv,3.371261732
hh0101,24FR,heatpumpAirSpace,effConv,3.338028229
hh0102,24FR,heatpumpAirSpace,effConv,3.428584722
hh0103,24FR,heatpumpAirSpace,effConv,3.564622732
hh0104,24FR,heatpumpAirSpace,effConv,3.664568574
hh0105,24FR,heatpumpAirSpace,effConv,3.616209806
hh0106,24FR,heatpumpAirSpace,effConv,3.809835966
hh0107,24FR,heatpumpAirSpace,effConv,3.872135914
hh0108,24FR,heatpumpAirSpace,effConv,3.965255009
hh0109,24FR,heatpumpAirSpace,effConv,3.791622729
hh0110,24FR,heatpumpAirSpace,effConv,3.812688127
hh0111,24FR,heatpumpAirSpace,effConv,3.967528739
hh0112,24FR,heatpumpAirSpace,effConv,3.975016562
hh0113,24FR,heatpumpAirSpace,effConv,3.91092548
hh0114,24FR,heatpumpAirSpace,effConv,3.700315082
hh0115,24FR,heatpumpAirSpace,effConv,3.760240263
hh0116,24FR,heatpumpAirSpace,effConv,3.733988702
hh0117,24FR,heatpumpAirSpace,effConv,3.528101092
hh0118,24FR,heatpumpAirSpace,effConv,3.532429605
hh0119,24FR,heatpumpAirSpace,effConv,3.5667435
hh0120,24FR,heatpumpAirSpace,effConv,3.686289772
hh0121,24FR,heatpumpAirSpace,effConv,3.678413635
hh0122,24FR,heatpumpAirSpace,effConv,3.851974129
hh0123,24FR,heatpumpAirSpace,effConv,3.848250234
hh0124,24FR,heatpumpAirSpace,effConv,3.891317557
hh0125,24FR,heatpumpAirSpace,effConv,3.878541983
hh0126,24FR,heatpumpAirSpace,effConv,3.797801777
hh0127,24FR,heatpumpAirSpace,effConv,3.630213333
hh0128,24FR,heatpumpAirSpace,effConv,3.665333125
hh0129,24FR,heatpumpAirSpace,effConv,3.822031127
hh0130,24FR,heatpumpAirSpace,effConv,3.828943966
hh0131,24FR,heatpumpAirSpace,effConv,3.888289536
hh0132,24FR,heatpumpAirSpace,effConv,3.946326811
hh0133,24FR,heatpumpAirSpace,effConv,3.961938417
hh0134,24FR,heatpumpAirSpace,effConv,3.998032872
hh0135,24FR,heatpumpAirSpace,effConv,4.002920633
hh0136,24FR,heatpumpAirSpace,effConv,4.007004595
hh0137,24FR,heatpumpAirSpace,effConv,3.99722143
hh0138,24FR,heatpumpAirSpace,effConv,3.91247462
hh0139,24FR,heatpumpAirSpace,effConv,3.966014858
hh0140,24FR,heatpumpAirSpace,effConv,3.977539845
hh0141,24FR,heatpumpAirSpace,effConv,4.033124451
hh0142,24FR,heatpumpAirSpace,effConv,4.046981785
hh0143,24FR,heatpumpAirSpace,effConv,4.028196985
hh0144,24FR,heatpumpAirSpace,effConv,3.895080667
hh0145,24FR,heatpumpAirSpace,effConv,3.961105037
hh0146,24FR,heatpumpAirSpace,effConv,3.91079805
hh0147,24FR,heatpumpAirSpace,effConv,3.976590186
hh0148,24FR,heatpumpAirSpace,effConv,3.993755489
hh0149,24FR,heatpumpAirSpace,effConv,4.039656886
hh0150,24FR,heatpumpAirSpace,effConv,4.049430063
hh0151,24FR,heatpumpAirSpace,effConv,4.06
hh0152,24FR,heatpumpAirSpace,effConv,4.053496338
hh0153,24FR,heatpumpAirSpace,effConv,4.052682026
hh0154,24FR,heatpumpAirSpace,effConv,4.05349528
hh0155,24FR,heatpumpAirSpace,effConv,4.055123109
hh0156,24FR,heatpumpAirSpace,effConv,4.053496865
hh0157,24FR,heatpumpAirSpace,effConv,4.051057102
hh0158,24FR,heatpumpAirSpace,effConv,4.055123109
hh0159,24FR,heatpumpAirSpace,effConv,4.04779904
hh0160,24FR,heatpumpAirSpace,effConv,4.048613893
hh0161,24FR,heatpumpAirSpace,effConv,4.044546022
hh0162,24FR,heatpumpAirSpace,effConv,4.049429535
hh0163,24FR,heatpumpAirSpace,effConv,4.053496865
hh0164,24FR,heatpumpAirSpace,effConv,4.05674909
hh0165,24FR,heatpumpAirSpace,effConv,4.059187272
hh0166,24FR,heatpumpAirSpace,effConv,4.057561817
hh0167,24FR,heatpumpAirSpace,effConv,4.051869562
hh0168,24FR,heatpumpAirSpace,effConv,4.024990157
hh0169,24FR,heatpumpAirSpace,effConv,4.001297151
hh0170,24FR,heatpumpAirSpace,effConv,4.038034135
hh0171,24FR,heatpumpAirSpace,effConv,4.05024173
hh0172,24FR,heatpumpAirSpace,effConv,4.049428212
hh0173,24FR,heatpumpAirSpace,effConv,4.04617174
hh0174,24FR,heatpumpAirSpace,effConv,4.06
hh0175,24FR,heatpumpAirSpace,effConv,4.06
hh0176,24FR,heatpumpAirSpace,effConv,4.06
hh0177,24FR,heatpumpAirSpace,effConv,4.06
hh0178,24FR,heatpumpAirSpace,effConv,4.06
hh0179,24FR,heatpumpAirSpace,effConv,4.06
hh0180,24FR,heatpumpAirSpace,effConv,4.06
hh0181,24FR,heatpumpAirSpace,effConv,4.06
hh0182,24FR,heatpumpAirSpace,effConv,4.06
hh0183,24FR,heatpumpAirSpace,effConv,4.06
hh0184,24FR,heatpumpAirSpace,effConv,4.06
hh0185,24FR,heatpumpAirSpace,effConv,4.06
hh0186,24FR,heatpumpAirSpace,effConv,4.06
hh0187,24FR,heatpumpAirSpace,effConv,4.06
hh0188,24FR,heatpumpAirSpace,effConv,4.057561817
hh0189,24FR,heatpumpAirSpace,effConv,4.06
hh0190,24FR,heatpumpAirSpace,effConv,4.05349528
hh0191,24FR,heatpumpAirSpace,effConv,4.045360341
hh0192,24FR,heatpumpAirSpace,effConv,4.049429535
hh0193,24FR,heatpumpAirSpace,effConv,4.057561817
hh0194,24FR,heatpumpAirSpace,effConv,4.06
hh0195,24FR,heatpumpAirSpace,effConv,4.06
hh0196,24FR,heatpumpAirSpace,effConv,4.06
hh0197,24FR,heatpumpAirSpace,effConv,4.05349077
hh0198,24FR,heatpumpAirSpace,effConv,4.02008306
hh0199,24FR,heatpumpAirSpace,effConv,4.019279058
hh0200,24FR,heatpumpAirSpace,effConv,4.041291946
hh0201,24FR,heatpumpAirSpace,effConv,4.055935837
hh0202,24FR,heatpumpAirSpace,effConv,4.057561555
hh0203,24FR,heatpumpAirSpace,effConv,4.06
hh0204,24FR,heatpumpAirSpace,effConv,4.06
hh0205,24FR,heatpumpAirSpace,effConv,4.06
hh0206,24FR,heatpumpAirSpace,effConv,4.06
hh0207,24FR,heatpumpAirSpace,effConv,4.06
hh0208,24FR,heatpumpAirSpace,effConv,4.06
hh0209,24FR,heatpumpAirSpace,effConv,4.06
hh0210,24FR,heatpumpAirSpace,effConv,4.06
hh0211,24FR,heatpumpAirSpace,effConv,4.06
hh0212,24FR,heatpumpAirSpace,effConv,4.06
hh0213,24FR,heatpumpAirSpace,effConv,4.06
hh0214,24FR,heatpumpAirSpace,effConv,4.06
hh0215,24FR,heatpumpAirSpace,effConv,4.06
hh0216,24FR,heatpumpAirSpace,effConv,4.06
hh0217,24FR,heatpumpAirSpace,effConv,4.06
hh0218,24FR,heatpumpAirSpace,effConv,4.06
hh0219,24FR,heatpumpAirSpace,effConv,4.06
hh0220,24FR,heatpumpAirSpace,effConv,4.06
hh0221,24FR,heatpumpAirSpace,effConv,4.06
hh0222,24FR,heatpumpAirSpace,effConv,4.06
hh0223,24FR,heatpumpAirSpace,effConv,4.06
hh0224,24FR,heatpumpAirSpace,effConv,4.06
hh0225,24FR,heatpumpAirSpace,effConv,4.06
hh0226,24FR,heatpumpAirSpace,effConv,4.06
hh0227,24FR,heatpumpAirSpace,effConv,4.06
hh0228,24FR,heatpumpAirSpace,effConv,4.06
hh0229,24FR,heatpumpAirSpace,effConv,4.06
hh0230,24FR,heatpumpAirSpace,effConv,4.06
hh0231,24FR,heatpumpAirSpace,effConv,4.06
hh0232,24FR,heatpumpAirSpace,effConv,4.06
hh0233,24FR,heatpumpAirSpace,effConv,4.06
hh0234,24FR,heatpumpAirSpace,effConv,4.06
hh0235,24FR,heatpumpAirSpace,effConv,4.055935837
hh0236,24FR,heatpumpAirSpace,effConv,4.05674909
hh0237,24FR,heatpumpAirSpace,effConv,4.06
hh0238,24FR,heatpumpAirSpace,effConv,4.06
hh0239,24FR,heatpumpAirSpace,effConv,4.06
hh0240,24FR,heatpumpAirSpace,effConv,4.06
hh0241,24FR,heatpumpAirSpace,effConv,4.06
hh0242,24FR,heatpumpAirSpace,effConv,4.06
hh0243,24FR,heatpumpAirSpace,effConv,4.06
hh0244,24FR,heatpumpAirSpace,effConv,4.059187272
hh0245,24FR,heatpumpAirSpace,effConv,4.055935837
hh0246,24FR,heatpumpAirSpace,effConv,4.06
hh0247,24FR,heatpumpAirSpace,effConv,4.06
hh0248,24FR,heatpumpAirSpace,effConv,4.06
hh0249,24FR,heatpumpAirSpace,effConv,4.06
hh0250,24FR,heatpumpAirSpace,effConv,4.06
hh0251,24FR,heatpumpAirSpace,effConv,4.06
hh0252,24FR,heatpumpAirSpace,effConv,4.06
hh0253,24FR,heatpumpAirSpace,effConv,4.06
hh0254,24FR,heatpumpAirSpace,effConv,4.06
hh0255,24FR,heatpumpAirSpace,effConv,4.06
hh0256,24FR,heatpumpAirSpace,effConv,4.06
hh0257,24FR,heatpumpAirSpace,effConv,4.06
hh0258,24FR,heatpumpAirSpace,effConv,4.06
hh0259,24FR,heatpumpAirSpace,effConv,4.06
hh0260,24FR,heatpumpAirSpace,effConv,4.06
hh0261,24FR,heatpumpAirSpace,effConv,4.06
hh0262,24FR,heatpumpAirSpace,effConv,4.06
hh0263,24FR,heatpumpAirSpace,effConv,4.06
hh0264,24FR,heatpumpAirSpace,effConv,4.06
hh0265,24FR,heatpumpAirSpace,effConv,4.06
hh0266,24FR,heatpumpAirSpace,effConv,4.06
hh0267,24FR,heatpumpAirSpace,effConv,4.06
hh0268,24FR,heatpumpAirSpace,effConv,4.06
hh0269,24FR,heatpumpAirSpace,effConv,4.06
hh0270,24FR,heatpumpAirSpace,effConv,4.06
hh0271,24FR,heatpumpAirSpace,effConv,4.06
hh0272,24FR,heatpumpAirSpace,effConv,4.06
hh0273,24FR,heatpumpAirSpace,effConv,4.06
hh0274,24FR,heatpumpAirSpace,effConv,4.058374282
hh0275,24FR,heatpumpAirSpace,effConv,4.051869301
hh0276,24FR,heatpumpAirSpace,effConv,4.06
hh0277,24FR,heatpumpAirSpace,effConv,4.06
hh0278,24FR,heatpumpAirSpace,effConv,4.06
hh0279,24FR,heatpumpAirSpace,effConv,4.06
hh0280,24FR,heatpumpAirSpace,effConv,4.06
hh0281,24FR,heatpumpAirSpace,effConv,4.06
hh0282,24FR,heatpumpAirSpace,effConv,4.06
hh0283,24FR,heatpumpAirSpace,effConv,4.06
hh0284,24FR,heatpumpAirSpace,effConv,4.054309329
hh0285,24FR,heatpumpAirSpace,effConv,4.058374282
hh0286,24FR,heatpumpAirSpace,effConv,4.06
hh0287,24FR,heatpumpAirSpace,effConv,4.06
hh0288,24FR,heatpumpAirSpace,effConv,4.06
hh0289,24FR,heatpumpAirSpace,effConv,4.06
hh0290,24FR,heatpumpAirSpace,effConv,4.06
hh0291,24FR,heatpumpAirSpace,effConv,4.06
hh0292,24FR,heatpumpAirSpace,effConv,4.06
hh0293,24FR,heatpumpAirSpace,effConv,4.06
hh0294,24FR,heatpumpAirSpace,effConv,4.06
hh0295,24FR,heatpumpAirSpace,effConv,4.06
hh0296,24FR,heatpumpAirSpace,effConv,4.06
hh0297,24FR,heatpumpAirSpace,effConv,4.06
hh0298,24FR,heatpumpAirSpace,effConv,4.06
hh0299,24FR,heatpumpAirSpace,effConv,4.06
hh0300,24FR,heatpumpAirSpace,effConv,4.06
hh0301,24FR,heatpumpAirSpace,effConv,4.06
hh0302,24FR,heatpumpAirSpace,effConv,4.055122056
hh0303,24FR,heatpumpAirSpace,effConv,4.056748301
hh0304,24FR,heatpumpAirSpace,effConv,4.058374545
hh0305,24FR,heatpumpAirSpace,effConv,4.06
hh0306,24FR,heatpumpAirSpace,effConv,4.06
hh0307,24FR,heatpumpAirSpace,effConv,4.06
hh0308,24FR,heatpumpAirSpace,effConv,4.046168812
hh0309,24FR,heatpumpAirSpace,effConv,4.039653917
hh0310,24FR,heatpumpAirSpace,effConv,4.02986994
hh0311,24FR,heatpumpAirSpace,effConv,3.951242196
hh0312,24FR,heatpumpAirSpace,effConv,3.911675663
hh0313,24FR,heatpumpAirSpace,effConv,3.875836096
hh0314,24FR,heatpumpAirSpace,effConv,3.950436759
hh0315,24FR,heatpumpAirSpace,effConv,3.983133702
hh0316,24FR,heatpumpAirSpace,effConv,3.985556114
hh0317,24FR,heatpumpAirSpace,effConv,3.966064527
